사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2019-03,2호선,0212,건대입구,336,12,"20,499","1,945","26,620","16,978","64,563","29,311","111,405","79,212","76,034","56,724","48,799","59,519","46,845","60,126","55,635","72,910","63,497","81,411","64,952","82,259","71,178","87,401","79,921","102,993","93,969","137,449","110,989","204,113","89,788","166,936","92,237","93,966","108,633","83,164","116,770","73,844","74,133","47,109","11,474","15,681",9,"1,241",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0213,구의(광진구청),62,0,"14,485","1,440","27,206","10,838","75,959","16,360","125,841","43,228","75,084","27,105","41,690","23,253","35,297","22,727","37,347","24,236","37,563","29,175","33,735","31,756","31,757","38,087","35,514","44,621","39,036","57,804","48,689","90,451","28,348","79,312","22,077","51,850","20,329","52,103","18,341","50,141","10,410","31,294","1,729","9,628",3,386,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0214,강변(동서울터미널),34,2,"9,828","4,009","31,090","31,131","101,311","37,957","147,746","62,350","115,201","59,440","91,019","53,922","85,620","55,184","81,838","61,346","80,400","71,277","74,599","79,077","75,169","91,392","80,682","101,479","88,168","114,640","97,905","152,442","79,981","127,109","64,229","87,023","59,585","76,473","37,888","71,396","15,158","40,291","2,111","9,951",15,257,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0215,잠실나루,7,1,"3,084","1,760","12,752","9,920","49,150","23,123","60,555","39,503","36,955","28,182","27,614","20,474","27,889","19,921","27,705","22,998","25,964","23,946","26,415","23,478","27,054","24,275","30,271","25,650","36,056","30,937","36,939","45,416","21,237","40,736","16,502","25,643","12,342","24,153","8,290","25,326","3,663","15,271",546,"5,074",1,201,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0216,잠실(송파구청),105,5,"13,274","6,201","50,342","41,747","133,275","91,770","195,025","190,779","143,995","171,586","99,578","118,739","100,547","131,759","108,867","129,923","123,517","137,548","127,341","134,935","142,040","144,397","165,554","159,394","208,383","183,300","274,122","248,917","196,221","192,439","184,121","113,792","156,269","109,193","130,417","105,084","42,267","63,953","4,667","15,366",12,845,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0217,잠실새내,23,3,"5,469",804,"18,165","8,598","68,527","19,358","91,595","31,752","58,550","34,747","39,192","28,198","38,355","29,276","40,215","34,755","40,126","39,620","35,796","41,641","36,358","46,940","42,853","52,947","44,564","68,199","51,022","99,854","40,012","85,311","34,698","50,456","36,205","43,851","35,970","41,744","21,517","24,220","3,367","7,782",4,450,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0218,종합운동장,13,2,"2,046","1,392","7,468","10,482","20,916","26,812","31,174","36,916","21,635","26,842","16,510","20,922","20,318","22,145","24,657","29,058","26,417","40,296","22,817","28,637","23,682","25,500","29,079","31,377","45,022","32,155","29,431","41,863","25,226","27,525","21,771","15,702","26,099","14,981","19,663","16,025","6,094","9,507","1,270","2,888",4,149,1,1,0,0,2019-04-03 11:14:03
2019-03,2호선,0219,삼성(무역센터),174,0,"5,506","5,495","8,971","39,746","20,547","125,391","28,323","353,680","28,516","269,866","29,715","134,376","43,684","115,657","56,591","103,526","77,496","113,302","93,221","100,517","117,985","85,029","138,023","78,642","196,732","78,880","324,982","88,305","210,620","57,324","153,902","28,854","133,397","21,923","98,526","20,192","28,303","10,941","3,879","5,482",4,"1,199",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0220,선릉,134,5,"6,144","6,345","12,669","37,214","26,196","109,475","40,464","301,102","40,340","221,681","40,935","102,256","53,602","70,453","63,600","65,135","76,491","76,131","83,392","65,323","102,126","58,054","138,612","57,080","162,585","62,881","295,928","70,365","164,158","50,331","103,549","29,882","105,241","24,874","89,459","23,091","35,162","14,449","5,495","6,458",11,344,0,0,0,1,2019-04-03 11:14:03
2019-03,2호선,0221,역삼,38,0,"4,398","7,576","9,512","38,681","17,305","128,949","29,959","359,266","29,067","280,177","30,413","118,744","40,555","79,173","49,828","67,020","62,354","77,046","67,290","65,543","85,775","58,365","101,697","53,589","166,073","58,152","288,454","69,472","157,598","51,778","98,836","29,535","102,664","23,202","71,400","20,322","29,785","13,044","5,130","4,270",16,170,1,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0222,강남,276,4,"16,723","12,909","26,459","56,208","49,010","183,383","79,432","356,631","69,682","365,920","68,460","188,019","90,225","158,311","116,016","155,141","150,815","187,671","153,664","168,298","183,410","156,417","207,618","161,417","263,937","203,183","388,964","280,075","268,709","211,252","222,584","100,037","279,018","74,025","297,975","63,582","131,084","40,073","21,330","12,617",58,532,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0223,교대(법원.검찰청),20,1,"2,777","7,609","13,577","28,542","31,162","71,004","44,738","165,722","38,081","150,625","34,866","81,661","43,370","73,790","46,217","69,783","58,969","73,676","67,647","68,059","70,835","62,874","72,292","63,600","99,829","77,409","161,353","97,796","87,337","66,367","70,126","36,898","78,609","32,064","72,297","30,923","27,655","17,295","5,215","5,290",19,113,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0224,서초,7,1,"1,737","5,916","11,728","21,156","18,815","54,670","26,550","132,798","29,063","107,423","23,065","50,343","33,503","43,506","31,583","33,450","42,522","35,746","42,420","35,330","46,063","27,041","57,148","28,989","68,250","29,494","115,104","33,342","58,758","24,298","37,085","13,544","40,214","12,102","28,514","12,341","9,049","7,405","1,271","2,157",5,59,1,1,0,0,2019-04-03 11:14:03
2019-03,2호선,0225,방배,6,1,"3,464","3,477","10,941","12,482","30,499","31,056","41,217","88,915","34,157","73,591","25,248","48,762","27,145","34,685","29,843","36,030","34,492","34,404","35,435","32,341","43,965","30,075","51,660","34,005","62,302","39,831","88,811","48,848","43,562","39,867","30,938","25,167","32,952","23,772","26,730","26,585","11,948","15,273","2,333","4,769",7,163,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0226,사당,70,0,"14,357","3,812","26,042","32,882","83,019","58,740","108,688","83,623","85,609","70,426","56,523","54,220","53,264","64,880","61,773","66,591","70,147","63,764","75,156","62,522","73,413","72,700","75,074","95,471","86,600","128,878","111,022","187,150","84,730","153,809","78,710","87,010","89,470","82,015","86,954","80,748","50,191","52,586","8,631","15,894",90,"1,293",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0227,낙성대,90,1,"11,802","2,566","28,340","12,160","93,987","25,710","136,595","53,133","91,862","45,486","49,780","37,616","43,894","28,068","47,686","32,592","48,509","36,591","42,655","36,713","46,191","41,537","49,898","48,527","54,821","62,537","65,469","99,223","40,384","103,899","30,608","67,279","30,059","64,928","24,907","67,668","14,465","46,798","2,584","13,322",11,513,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0228,서울대입구(관악구청),"4,141",34,"30,413","3,039","46,857","18,712","147,368","38,058","198,780","85,035","137,737","88,862","82,639","73,209","75,502","58,601","81,134","65,681","90,585","74,276","80,783","73,283","86,445","80,173","94,827","91,713","109,624","117,301","120,444","177,288","81,407","179,798","66,744","110,349","69,864","105,340","65,048","108,648","35,039","73,104","5,664","24,324",11,"2,853",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0229,봉천,113,5,"16,116","2,206","29,998","12,879","88,095","16,019","123,957","29,182","78,745","25,450","45,085","23,911","37,007","25,575","41,283","26,771","41,810","29,817","35,431","32,082","34,416","39,714","39,071","45,382","39,859","57,870","41,285","83,016","26,577","80,710","20,293","51,147","18,657","51,266","14,783","48,836","6,329","31,802","1,053","9,608",7,496,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0230,신림,365,30,"43,519","5,806","83,651","24,498","244,517","40,504","349,108","68,449","218,399","61,640","122,641","58,303","104,840","63,732","109,382","69,267","106,330","80,340","95,276","86,923","92,351","106,104","100,500","124,760","110,196","164,765","116,916","264,972","84,134","278,612","68,370","178,540","66,069","169,985","61,540","169,733","35,347","116,829","5,765","34,995",39,"1,659",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0231,신대방,149,9,"26,848","2,390","39,900","11,004","103,893","20,134","141,941","38,880","95,344","26,823","55,955","23,646","45,985","24,257","45,950","25,866","43,756","30,912","38,011","34,519","35,499","44,514","39,526","51,574","41,279","68,776","50,915","96,092","31,325","94,639","22,567","64,934","18,154","70,120","13,858","72,482","7,035","45,262","1,242","12,154",10,625,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0232,구로디지털단지,157,9,"45,284","5,354","57,442","23,888","158,647","74,641","202,795","265,588","139,089","168,131","86,637","68,771","78,217","58,797","83,352","59,734","85,289","75,599","76,123","79,814","78,347","82,956","93,703","94,810","127,653","127,905","244,886","178,617","139,230","167,030","86,908","109,999","77,168","112,261","61,714","113,365","30,840","70,287","4,553","19,602",24,853,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0233,대림(구로구청),374,23,"39,595","3,780","34,910","13,632","81,233","24,871","107,771","69,413","80,850","46,616","52,118","42,185","44,855","45,832","46,933","42,692","48,607","45,577","43,574","45,292","43,736","52,527","47,954","58,708","55,264","78,448","72,462","88,431","41,422","73,694","30,207","51,672","25,278","63,448","18,609","65,273","9,497","35,105","1,340","9,089",17,490,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0234,신도림,"3,050",9,"41,206","6,000","56,325","24,690","157,794","47,193","163,950","133,990","111,430","92,783","79,016","86,627","78,393","82,470","89,067","91,429","95,574","93,516","94,679","88,466","99,374","96,086","107,895","108,960","124,541","136,762","164,738","195,535","106,350","171,585","91,084","101,575","92,719","93,077","72,677","95,508","29,821","71,226","3,417","32,034",21,"3,067",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0235,문래,7,0,"4,072","2,604","12,936","12,848","47,900","32,901","49,628","115,718","30,250","59,462","23,750","25,705","24,059","23,404","26,302","24,892","28,519","25,956","27,569","25,407","29,205","26,245","32,779","28,577","48,810","33,032","97,595","50,059","43,913","44,586","27,290","26,643","27,051","23,552","22,010","22,087","9,799","14,754","1,620","4,832",6,204,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0236,영등포구청,43,0,"6,252","3,059","14,674","14,919","47,028","35,351","51,718","124,036","35,331","57,202","27,829","29,417","29,205","26,591","30,599","27,903","32,302","31,030","31,126","30,287","33,832","30,093","41,106","33,197","51,530","39,660","105,572","57,667","43,537","47,360","31,169","28,382","31,595","26,442","25,464","25,592","10,316","17,303","1,667","6,328",6,327,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0237,당산,21,3,"7,270","4,267","20,995","16,215","58,243","33,265","77,515","88,622","50,896","44,284","35,798","24,092","34,119","24,440","33,369","26,417","33,195","29,622","29,200","29,722","30,495","33,638","35,069","40,142","49,590","52,444","72,207","79,482","39,547","66,633","25,619","44,423","25,800","43,669","22,261","42,840","11,997","28,232","1,852","7,721",10,492,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0238,합정,105,2,"9,991","3,758","19,296","21,043","49,508","39,232","62,300","102,820","44,339","80,949","34,127","51,357","35,912","49,146","40,484","53,444","45,134","63,005","45,968","59,526","51,009","61,541","60,244","69,235","79,273","84,261","122,385","117,634","81,954","99,484","66,296","52,937","76,723","43,401","77,506","37,102","41,004","26,678","5,980","9,059",19,622,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0239,홍대입구,"1,784",27,"39,082","5,801","37,965","20,678","75,750","39,678","96,906","125,509","78,092","153,876","73,339","119,903","80,203","134,650","92,780","163,691","106,878","188,898","114,082","184,427","137,502","190,317","169,079","204,699","201,259","239,014","239,313","292,887","200,101","244,406","193,170","142,504","234,551","112,328","254,987","92,110","142,789","68,641","16,735","23,616",29,"2,272",0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0240,신촌,128,5,"12,354","3,750","16,587","18,375","40,212","45,498","59,699","108,245","46,509","133,098","46,915","97,370","55,512","87,310","71,563","91,994","82,770","100,753","81,371","90,655","93,473","86,561","110,918","92,924","131,679","117,754","140,392","164,986","108,197","126,066","111,189","67,081","125,469","53,130","140,295","48,673","77,053","35,337","11,871","11,066",25,456,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0241,이대,35,1,"3,339","2,335","6,765","15,802","19,133","22,319","28,321","52,529","20,516","78,699","18,277","69,140","24,724","49,710","39,636","56,418","46,541","54,348","43,400","43,350","56,132","43,246","68,509","42,309","81,622","45,387","73,215","52,415","49,680","38,626","41,375","23,335","43,998","20,376","31,164","20,826","10,424","15,642","1,212","5,034",3,196,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0242,아현,15,0,"4,590","1,366","10,784","9,803","29,312","15,193","40,388","25,991","25,474","15,998","19,395","14,728","18,086","11,132","19,539","13,408","19,627","14,235","17,262","15,637","18,241","16,994","28,000","19,721","25,997","24,879","24,593","32,309","15,199","28,358","10,782","19,827","8,996","19,493","6,751","19,890","3,274","14,216",512,"4,196",3,129,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0243,충정로(경기대입구),15,0,"3,929","1,011","7,909","7,641","19,533","19,702","26,889","70,938","18,053","33,884","14,455","16,054","15,194","14,233","15,654","14,028","17,139","17,095","17,183","15,249","17,974","15,348","21,631","16,582","26,999","19,996","56,295","25,664","21,237","20,661","13,281","14,277","13,148","14,284","9,298","14,375","4,174","9,755",614,"3,155",9,171,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0244,용답,4,0,"2,524",214,"3,517","1,021","9,301","1,656","14,454","4,442","6,801","7,730","4,741","4,504","4,517","3,012","5,075","3,488","5,081","4,212","4,912","4,085","4,895","5,032","6,114","6,502","6,407","6,916","4,796","10,347","2,844","8,555","2,066","5,567","1,584","6,389","1,165","5,852",460,"4,182",72,"1,063",1,1,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0245,신답,3,0,895,114,"1,876",580,"7,221","1,049","10,854","2,012","4,391","1,349","2,698","1,471","2,474","1,584","2,541","1,730","2,510","1,955","2,102","2,232","2,041","2,920","2,192","3,539","2,314","3,965","2,397","8,757","1,429","7,860",826,"3,722",682,"4,247",588,"3,307",201,"2,366",39,611,0,1,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0246,신설동,33,0,"1,179",388,"1,358","2,184","3,818","6,894","6,277","16,739","5,546","13,394","5,791","10,818","7,419","10,443","8,667","9,994","10,146","10,161","11,505","9,316","12,934","8,479","14,086","7,009","16,452","7,441","21,196","7,181","8,920","5,772","5,470","4,031","4,444","3,484","3,502","3,536","1,178","2,741",166,781,1,95,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0247,도림천,1,0,367,407,"1,156",896,"3,321","6,313","3,403","5,949","2,181","2,030","1,790","1,433","1,612","1,317","1,926","1,878","1,710","1,311","2,134","1,713","2,428","1,565","3,798","1,921","2,887","2,170","3,822","2,940","2,015","2,894","1,179","1,794","1,009","1,631",610,"1,433",272,"1,086",36,438,0,18,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0248,양천구청,33,3,"4,860","1,054","12,203","1,974","35,771","5,848","33,503","10,476","21,577","6,897","14,196","5,927","13,027","5,749","13,472","7,441","11,456","9,174","9,702","10,028","8,680","12,102","10,023","14,680","10,744","19,325","10,235","28,558","5,061","28,428","3,288","17,833","2,880","16,255","2,935","15,928","1,111","12,658",164,"4,235",0,200,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0249,신정네거리,26,0,"8,987","2,997","14,361","7,040","47,714","5,486","43,666","12,653","27,260","9,109","18,814","8,019","17,052","8,569","16,896","10,044","15,517","12,243","13,056","13,641","12,467","17,042","14,297","21,549","17,447","27,823","14,591","41,829","9,247","37,902","6,460","23,569","5,416","20,427","4,721","19,381","2,023","13,753",323,"4,026",3,234,0,0,0,0,2019-04-03 11:14:03
2019-03,2호선,0250,용두(동대문구청),13,0,"1,065",155,"1,665",882,"4,972","2,603","7,955","6,669","4,228","4,057","3,854","3,450","4,092","3,929","4,608","4,124","4,741","4,916","4,944","4,942","5,184","5,215","5,377","4,948","5,779","5,144","6,791","7,835","3,495","6,047","2,530","3,589","1,948","3,278","1,445","2,828",486,"1,992",76,561,0,8,0,0,0,0,2019-04-03 11:14:03
2019-03,3호선,0309,지축,0,0,201,439,"1,348","4,122","4,483","1,959","5,033","1,917","3,292","1,378","2,361","1,229","1,876","1,295","1,987","1,478","1,852","1,553","1,781","1,831","1,985","2,151","3,127","2,795","3,594","3,109","1,886","4,724",773,"3,708",434,"2,812",288,"2,201",161,"1,769",93,998,21,83,1,0,0,0,0,0,2019-04-03 11:14:03
2019-03,3호선,0310,구파발,108,9,"10,363","1,349","31,309","9,288","96,341","23,476","90,537","30,705","49,123","26,533","32,999","24,301","30,192","22,538","30,866","23,944","30,340","26,564","27,917","27,530","30,335","30,173","38,097","37,030","41,231","44,904","36,357","69,107","24,042","66,570","17,721","40,169","16,285","36,380","13,753","35,403","4,400","25,192",597,"8,064",1,606,0,0,0,0,2019-04-03 11:14:03
2019-03,3호선,0311,연신내,272,12,"28,431","2,132","55,818","13,508","156,937","33,193","188,031","39,883","108,367","44,313","73,503","39,072","68,291","39,507","72,495","44,503","71,003","50,787","62,997","56,219","62,841","67,808","72,308","83,903","70,821","101,047","64,352","150,283","47,169","151,689","36,351","94,909","33,475","84,440","29,486","81,798","14,973","55,498","2,455","18,065",0,20,0,0,0,0,2019-04-03 11:14:03
