사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2019-03,4호선,0426,서울역,227,8,"5,526","1,132","6,940","16,570","13,318","39,048","21,055","104,592","17,406","56,912","16,949","33,588","19,138","33,389","19,992","35,894","20,410","38,533","19,584","38,370","22,529","42,186","24,986","45,754","40,540","50,168","78,996","50,283","33,749","41,429","21,387","31,581","20,026","28,679","15,869","24,762","7,703","15,322",855,"5,556",1,464,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0427,숙대입구(갈월),9,0,"3,082",704,"7,836","7,997","20,673","26,144","31,664","74,309","23,321","44,446","19,939","37,950","22,245","29,489","25,042","24,678","28,152","27,200","28,489","24,680","34,473","24,039","47,988","26,586","48,899","32,744","68,259","43,528","38,117","33,187","29,849","20,324","30,668","19,300","24,465","18,834","11,869","12,702","1,635","3,213",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0428,삼각지,32,29,661,568,"2,060","4,909","6,399","10,949","8,803","28,779","6,450","13,798","4,965","9,476","5,617","9,283","6,886","9,304","7,933","8,881","8,567","8,098","8,154","8,047","9,297","8,351","12,419","10,888","25,690","14,225","11,859","10,266","8,648","6,502","8,262","5,805","6,378","5,721","2,915","3,932",389,"1,425",1,23,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0429,신용산,5,1,"1,414","1,090","4,389","12,995","12,001","30,422","18,193","102,223","15,294","64,160","13,491","29,068","17,198","25,154","18,252","23,665","21,356","26,149","22,386","25,598","27,625","24,956","33,828","25,492","47,867","28,552","93,890","34,574","51,188","24,409","35,161","14,429","31,182","11,973","21,945","9,981","10,461","5,528","1,282","1,306",1,0,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0430,이촌(국립중앙박물관),68,28,"1,283",836,"4,841","7,565","16,133","16,441","21,602","29,181","15,204","21,028","11,305","17,037","12,510","14,555","15,531","17,037","15,835","20,765","15,620","17,995","18,704","16,721","25,705","17,499","26,428","18,609","28,521","24,729","13,918","19,138","9,613","12,050","9,129","10,598","5,352","10,625","2,184","6,206",247,"1,916",0,1,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0431,동작(현충원),2,0,513,205,"1,581","2,105","5,633","3,380","7,387","6,597","5,454","5,304","4,146","3,731","4,560","3,089","4,341","3,336","4,134","4,352","4,047","4,566","4,457","4,829","5,178","4,930","5,929","5,752","7,629","7,248","3,756","5,393","2,492","4,262","2,342","3,286","1,868","3,168",699,"2,196",136,973,0,114,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0432,총신대입구(이수),112,6,"6,772","1,078","18,983","10,578","54,204","20,331","72,138","47,589","48,386","38,638","35,477","29,261","35,280","28,640","36,110","32,792","37,331","36,317","36,782","39,083","36,117","44,320","36,821","52,746","40,038","63,039","51,159","92,073","33,796","72,083","29,180","40,204","29,139","36,765","24,795","33,681","12,560","20,406","1,706","5,911",3,266,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0433,사당,110,5,"11,633","1,075","26,856","17,950","79,415","30,468","97,045","45,497","78,331","37,772","52,219","28,895","46,248","36,300","47,592","38,969","49,246","34,722","47,394","33,523","44,073","39,188","46,842","51,401","55,231","71,707","62,536","108,841","46,261","84,097","40,853","46,954","44,899","42,508","41,618","40,557","21,840","28,355","2,826","9,209",4,939,0,0,0,0,2019-04-03 11:14:03
2019-03,4호선,0434,남태령,2,0,454,103,"1,172","1,310","3,724","5,276","6,231","6,890","4,329","2,089","3,034","1,396","2,955","1,390","2,945","1,271","2,656","1,492","2,513","1,529","3,616","1,620","3,924","1,858","4,907","1,986","5,122","2,591","2,175","2,802","1,489","1,739",956,"1,388",473,"1,214",198,653,51,318,1,8,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1001,서울역,5,2,56,204,69,"1,575","8,017","2,267","17,379","3,653","14,823","2,619","12,554","1,894","14,972","1,386","13,012","1,686","10,427","1,697","5,943","1,830","15,430","2,168","11,964","2,883","14,708","3,341","14,809","4,772","14,245","3,193","12,076","1,924","9,657","1,899","9,094","1,327","5,079",349,662,26,1,1,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1002,남영,80,3,"3,079","1,129","5,095","7,237","14,474","25,761","20,640","75,237","13,108","40,428","11,560","21,122","13,727","18,375","14,405","14,918","15,860","16,146","16,590","14,033","20,615","14,479","27,735","16,125","32,662","20,217","55,430","26,677","25,948","19,402","19,670","13,234","19,135","12,083","15,564","12,350","7,485","7,424",416,"1,608",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1003,용산,322,13,"5,173","5,812","6,278","37,446","22,753","80,584","34,649","163,666","42,944","115,815","36,787","85,559","50,308","77,486","52,243","76,575","64,659","81,706","63,656","78,773","89,292","78,879","98,550","79,645","122,022","80,391","169,505","94,969","116,351","64,084","108,336","43,870","99,780","32,902","66,542","22,196","27,757","8,703","1,389","2,857",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1004,노량진,331,6,"6,030","1,957","7,953","8,679","23,017","20,779","33,529","32,832","19,988","21,681","15,161","13,674","16,194","15,372","18,784","18,097","23,995","19,606","20,932","17,147","20,941","18,034","23,295","21,511","27,874","28,788","34,064","43,491","21,988","30,451","21,208","19,574","27,680","17,212","33,156","15,454","11,954","10,080",527,"2,447",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1005,대방,464,5,"6,159","2,545","11,694","11,427","37,137","37,489","48,485","59,218","29,901","31,846","22,449","18,601","20,960","15,594","23,669","17,186","24,176","19,805","22,749","18,293","23,693","19,544","25,676","23,381","35,566","29,909","52,600","42,808","23,531","33,367","18,273","24,100","17,120","23,102","14,731","21,460","4,337","14,169",214,"3,508",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1006,영등포,"3,428",60,"20,374","7,262","19,364","27,379","45,511","67,324","66,237","143,406","49,614","106,721","46,497","89,173","52,587","98,971","63,188","107,485","71,328","118,250","81,788","107,662","100,800","105,931","120,154","107,604","135,860","117,127","190,792","154,863","129,288","111,601","132,564","57,597","108,843","45,446","87,983","37,665","40,741","21,224","1,252","5,592",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1007,신도림,446,6,"2,307",530,"3,329","1,918","11,238","6,645","13,501","16,958","7,346","7,202","5,113","5,086","4,842","5,094","5,532","5,244","5,886","6,160","5,612","5,359","5,757","6,257","6,186","6,763","8,202","8,935","14,531","13,414","7,071","9,944","5,201","5,614","5,259","5,234","4,153","4,764","1,645","3,081",63,"1,627",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1032,신길,514,4,"13,289","2,509","11,548","6,726","27,897","17,149","37,195","30,952","22,600","11,647","15,236","7,944","13,657","7,874","15,849","8,578","14,304","9,398","11,999","9,815","12,946","11,945","16,630","14,483","19,977","19,302","33,074","24,896","14,186","20,274","9,658","14,454","10,119","15,235","6,890","14,195","3,219","8,879",218,"2,425",1,1,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1701,구로,"9,561",21,"26,065","5,317","21,186","12,026","44,564","33,412","46,159","89,232","33,430","51,546","27,875","33,002","26,961","29,116","28,782","27,975","31,139","30,162","30,206","30,403","32,587","31,190","35,664","35,664","49,687","45,764","81,431","55,665","37,730","41,977","32,809","26,833","23,838","27,405","17,262","25,160","8,124","18,760",120,"17,877",0,3,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1702,가산디지털단지,"1,281",10,"9,175","1,943","8,579","10,271","16,185","41,323","16,160","164,846","14,205","77,172","12,495","24,412","13,120","19,006","14,213","19,040","16,606","21,258","16,580","20,526","17,709","20,270","22,159","21,953","47,552","26,161","117,816","32,230","53,465","25,157","33,067","14,871","29,344","15,032","20,009","13,335","9,184","8,315",232,"1,222",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1703,금천구청,578,3,"11,489","1,687","20,780","6,922","52,340","16,659","49,399","31,684","31,423","12,838","22,479","10,706","20,131","12,087","20,131","14,129","19,013","15,648","15,908","17,124","16,226","20,838","18,253","24,557","20,455","31,022","29,046","44,682","14,296","38,666","9,745","23,251","8,324","21,499","6,755","19,376","2,340","13,292",62,"1,140",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1704,석수,393,4,"8,026","2,813","18,779","7,168","47,346","16,150","50,890","21,360","31,145","15,500","20,315","12,536","18,271","9,856","17,343","10,165","16,348","10,678","14,968","12,560","16,693","14,671","18,605","18,550","23,184","24,712","25,775","39,156","14,629","34,323","9,673","22,633","8,168","22,754","6,104","20,551","2,428","13,956",62,"1,191",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1705,관악,137,0,"7,031","1,981","13,939","5,329","39,429","6,712","38,351","12,310","21,053","15,135","14,294","14,717","12,960","10,064","15,946","9,859","14,656","9,652","13,072","10,222","13,155","12,092","15,510","14,362","16,949","18,480","14,536","31,521","8,791","27,232","6,098","17,468","6,117","17,182","4,049","15,552","1,499","11,380",67,"1,023",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1706,안양,258,6,"15,232","2,706","34,093","11,032","95,522","21,432","88,645","69,756","54,357","77,360","40,615","45,601","40,708","42,065","47,110","43,719","46,617","48,331","45,570","44,845","56,325","45,523","72,044","53,938","74,092","68,185","56,407","103,978","40,672","86,996","42,135","49,786","38,081","44,732","36,310","41,915","17,396","27,616",585,"4,210",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1707,명학,117,1,"7,241","2,518","10,798","8,002","29,628","23,352","28,141","70,381","15,870","18,135","12,435","13,095","12,250","18,940","13,763","11,560","13,460","12,955","14,502","13,331","14,063","9,997","19,642","13,295","32,057","16,477","42,636","23,530","18,146","22,240","16,479","13,952","12,538","12,747","7,916","11,619","3,179","9,447",146,"1,291",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1708,금정,298,11,"24,745","7,956","36,289","18,551","94,802","43,060","100,554","89,557","63,754","32,117","44,571","24,038","39,649","24,774","40,902","27,238","38,341","29,637","32,225","32,711","33,618","38,529","39,489","49,033","55,712","65,398","77,449","95,749","37,808","82,437","31,021","54,430","28,776","53,459","23,200","48,114","10,332","35,692","1,200","12,860",8,724,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1709,군포,32,2,"5,517","2,387","8,219","7,778","21,166","28,873","20,453","50,271","12,938","9,363","9,817","5,982","8,996","5,588","10,064","6,135","9,203","6,736","7,747","7,022","8,177","8,528","10,625","10,070","21,062","12,426","36,778","16,735","14,256","15,157","12,344","9,344","9,514","9,028","4,753","7,399","1,797","5,187",113,761,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1710,의왕,43,0,"6,514","2,423","12,594","7,572","32,063","27,271","33,840","31,403","18,188","11,165","13,741","8,781","12,717","7,700","13,826","9,040","12,905","9,799","11,345","10,355","12,509","11,723","15,383","16,065","27,503","19,228","27,231","26,719","14,576","25,444","10,802","17,789","8,660","16,726","5,498","13,808","2,379","10,374",124,"2,100",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1711,성균관대,104,0,"8,332","1,996","27,400","6,773","75,272","11,524","66,167","36,677","34,037","22,770","25,905","19,637","24,863","17,080","26,921","16,403","26,506","20,915","21,929","21,217","24,751","22,660","30,807","29,230","32,281","38,407","33,515","60,166","21,450","58,820","16,907","39,017","16,309","35,224","14,292","33,003","7,302","21,848",327,"5,268",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1712,화서,267,6,"6,927","2,102","19,910","4,781","45,420","7,856","38,843","14,667","20,638","8,154","15,525","6,962","13,634","7,458","12,745","8,885","11,438","9,940","9,778","10,292","10,558","12,553","12,090","16,289","15,167","21,926","12,758","33,141","7,751","33,348","5,729","20,517","5,361","17,499","4,116","16,267","1,485","10,389",90,"2,840",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1713,수원,"1,605",44,"21,676","6,925","39,231","34,347","88,146","64,922","96,929","109,395","68,673","100,868","60,485","80,002","63,932","85,147","69,408","95,155","74,120","95,447","75,578","88,375","90,484","96,581","118,212","115,243","128,390","131,770","129,406","144,795","111,312","138,894","107,471","76,524","88,783","65,456","79,640","53,572","31,897","34,331","1,012","9,852",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1714,독산,578,8,"7,359","3,177","17,871","12,424","47,292","38,356","45,825","102,958","28,392","42,889","21,575","17,060","20,590","13,250","21,692","14,230","20,404","16,230","18,420","17,181","19,101","19,834","24,264","24,097","46,208","29,883","75,925","42,898","35,263","40,805","19,984","25,798","16,037","24,967","10,250","23,880","4,006","14,931",139,"1,092",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1715,세류,329,4,"3,369",960,"7,843","2,810","17,861","5,191","14,126","5,195","8,759","4,114","7,772","4,135","6,449","4,484","5,969","4,345","5,288","4,457","4,972","4,913","5,383","5,774","6,380","7,311","8,491","9,880","7,441","12,587","5,022","12,550","3,959","9,772","3,316","7,565","2,082","6,560",662,"4,385",16,"1,445",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1716,병점,"2,552",10,"7,272","4,309","25,769","11,848","58,790","20,752","53,702","40,511","36,891","31,362","28,660","23,572","28,214","17,190","29,274","24,357","26,005","21,242","26,267","22,791","29,636","25,648","36,292","32,946","43,343","43,395","46,778","50,986","27,792","53,774","18,603","38,522","17,416","35,638","13,437","31,551","3,708","20,143",54,"10,255",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1717,세마,126,1,"1,811",527,"5,786","1,234","11,510","3,973","11,407","6,378","8,235","2,962","5,810","2,444","5,006","2,469","5,089","2,729","4,823","3,077","4,057","3,540","4,356","4,459","5,676","5,454","6,331","8,192","6,845","9,965","3,599","8,576","2,520","7,689","2,199","6,359","1,677","4,873",490,"3,971",25,245,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1718,오산대,47,1,"1,867",704,"4,406","2,413","12,344","4,490","9,758","13,690","7,199","13,024","5,566","7,371","5,224","4,433","6,339","4,497","6,463","4,874","6,799","4,427","9,793","4,869","11,829","5,810","13,436","8,336","9,191","9,992","4,500","8,959","3,351","6,776","3,228","5,580","2,104","4,517",958,"3,956",54,180,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1719,오산,146,4,"5,473","1,477","12,179","9,507","28,267","18,974","28,627","24,978","22,576","16,569","20,132","11,712","19,872","12,682","19,614","14,005","18,960","14,982","18,128","15,974","19,909","18,532","21,673","24,494","28,356","27,988","31,817","27,935","16,970","32,326","14,551","20,491","11,487","19,163","8,268","16,961","3,033","9,709",105,611,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1720,진위,3,0,503,189,"1,892","1,859","4,363","7,251","3,896","7,978","2,955","1,777","2,440","1,304","2,156","1,268","2,230","1,326","2,090","1,851","1,921","1,416","2,525","2,038","4,111","2,397","6,383","3,125","8,884","2,741","3,238","3,010","2,226","2,228","1,360","2,187",590,"1,853",321,"1,043",12,61,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1721,송탄,55,2,"4,194",749,"8,049","3,661","14,758","6,089","14,328","9,296","12,437","5,786","10,320","4,381","9,928","4,734","9,656","6,149","9,111","7,336","8,024","7,071","8,835","9,250","11,542","11,133","11,711","13,406","10,612","15,472","7,102","13,640","5,135","13,660","4,188","10,500","2,574","7,843","1,193","8,022",37,861,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1722,서정리,25,1,"2,864","1,157","7,357","3,365","12,041","10,523","13,358","18,965","9,856","10,864","10,531","7,700","8,976","6,222","10,814","7,806","10,092","8,109","9,286","7,357","11,893","9,647","13,666","10,929","20,392","12,175","15,096","12,337","8,114","14,400","6,084","9,296","5,235","9,136","2,650","8,561","1,107","5,904",15,"1,050",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1723,지제,3,0,727,"2,605","2,223","4,168","7,001","9,611","5,336","7,609","4,350","3,348","3,137","2,222","3,060","2,510","3,925","2,888","3,054","2,864","3,254","2,591","4,760","3,774","5,747","4,385","10,707","4,529","9,486","6,635","5,500","5,348","3,565","4,220","3,726","3,247","2,170","2,726","1,066","1,618",2,355,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1724,평택,18,0,"6,776","3,050","14,057","9,660","33,479","18,246","38,621","24,559","29,441","23,465","29,024","23,984","22,974","23,270","24,423","24,793","25,467","28,697","24,889","25,069","28,043","30,715","33,282","33,796","38,683","45,106","35,601","44,809","24,938","32,319","25,742","25,010","18,272","22,615","13,736","18,400","6,462","9,776",341,"1,681",0,1,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1725,성환,14,0,"1,689",561,"3,089","2,091","6,835","10,675","8,819","23,997","6,765","26,691","7,710","11,786","8,541","6,929","11,203","10,066","10,662","9,155","11,841","5,807","16,538","6,921","21,327","8,808","19,295","8,335","17,057","9,648","8,666","8,008","8,790","7,375","6,393","6,674","3,451","5,226","1,264","3,987",84,709,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1726,직산,28,0,499,273,"1,167",751,"2,174","3,029","1,884","3,292","2,028","2,048","1,667","1,318","1,526","1,366","1,586","1,409","1,528","1,247","1,529","1,317","1,946","1,395","1,599","1,824","2,581","1,666","3,319","2,606","1,352","2,026",999,"1,383","1,256","1,215",410,"1,114",161,789,12,302,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1727,두정,963,5,"3,768",933,"8,052","2,613","14,807","8,984","13,925","27,714","11,154","25,484","10,030","18,922","10,556","15,629","12,953","12,872","10,329","8,937","12,974","11,595","14,119","9,661","16,785","12,563","19,028","14,845","20,938","17,853","13,901","14,320","10,041","13,130","9,279","11,608","6,796","8,614","2,465","6,790",269,"2,578",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1728,천안,"1,738",1,"2,361",702,"5,509","3,307","11,607","8,791","12,685","15,828","13,916","18,828","12,783","17,070","14,399","18,471","13,666","16,840","14,314","12,866","20,646","17,540","23,494","14,304","29,855","16,729","26,329","18,420","22,032","18,563","15,230","13,012","12,262","11,151","9,615","8,124","6,553","7,088","2,709","4,326",568,"2,462",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1729,당정,3,0,"3,934","1,006","10,825","3,727","31,339","9,865","28,038","21,797","16,565","14,737","11,930","8,889","10,847","6,133","12,147","8,934","11,096","8,366","10,253","8,299","11,762","9,717","13,860","12,243","17,518","15,675","18,497","22,440","9,495","22,203","7,243","15,467","6,432","14,687","5,180","14,152","2,269","10,169",138,"1,762",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1749,서동탄,1,0,"1,389",5,"4,215",910,"12,164","1,573","5,767","2,606","3,659","1,103","2,944",924,"2,707","1,393","2,609","1,632","2,300","1,883","2,193","2,109","2,357","2,614","2,843","3,293","3,084","4,161","3,138","5,325","1,731","6,593","1,128","3,845","1,066","2,899",594,"2,515",123,"2,768",7,"1,192",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경부선,1750,광명,0,0,19,"1,801","2,145","2,549","14,656","3,370","6,135","2,981","7,250","3,873","3,458","2,793","3,840","3,013","4,044","3,303","3,578",170,"3,346","6,028","3,867",189,"9,272","6,209","3,782","4,421","12,190","11,561","4,474","11,812","4,211","3,831","2,660",79,"2,185","3,273",2,1,1,1,0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1801,개봉,"1,296",7,"18,765","6,031","39,075","12,850","111,280","18,736","105,164","27,976","65,572","23,568","47,619","20,325","42,027","23,919","42,968","29,263","40,720","26,540","34,469","34,367","32,793","41,643","35,056","52,463","38,322","69,042","38,409","98,499","24,661","88,815","18,405","59,488","16,759","52,274","12,305","49,331","5,601","31,945",228,"4,034",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1802,오류동,359,1,"11,521","2,389","18,340","6,866","55,668","7,541","54,571","13,644","33,167","12,027","23,695","12,612","21,683","11,147","24,451","13,140","22,350","14,366","17,550","16,507","17,602","20,409","18,344","24,936","18,549","29,226","19,193","43,344","11,823","42,474","8,814","27,083","7,816","24,048","6,184","23,238","2,633","17,073",158,"2,783",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1803,역곡,546,17,"26,395","4,004","48,423","13,181","143,372","15,849","138,309","44,424","80,309","48,162","54,852","32,181","48,914","36,372","50,989","34,105","48,952","41,180","41,935","39,600","45,078","47,165","51,912","59,391","56,253","77,707","52,340","119,584","34,252","117,639","27,398","73,500","26,835","67,382","23,614","64,717","12,333","41,572",861,"8,023",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1804,부천,"1,743",9,"36,683","5,705","48,411","16,265","127,633","24,437","129,043","69,676","81,029","52,921","61,738","49,483","60,589","49,860","65,740","61,820","66,040","71,635","62,275","65,601","66,777","72,109","76,647","83,684","82,339","105,606","80,766","148,104","58,861","139,411","48,720","85,537","50,805","73,103","46,930","63,686","23,139","45,184","1,899","8,416",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1805,송내,"1,234",9,"18,040","10,044","43,554","22,496","134,523","44,261","115,645","103,703","71,306","51,734","50,753","32,259","47,909","28,854","52,344","31,926","45,443","37,032","39,805","37,121","43,305","41,424","50,680","53,843","62,691","70,747","95,551","105,273","48,319","108,122","34,830","67,822","29,813","59,686","24,201","59,064","11,322","38,281","1,734","8,153",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1806,부평,"6,668",105,"27,510","5,889","41,722","15,443","106,955","25,649","101,012","41,384","61,412","48,689","50,943","44,174","52,465","53,037","58,426","62,376","58,165","74,521","58,068","74,276","63,627","79,733","71,152","96,287","78,074","114,744","78,435","161,800","64,071","142,696","59,566","84,485","62,844","68,595","57,897","56,372","32,628","39,850","5,546","12,499",0,1,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1807,백운,80,2,"8,177","1,881","16,103","3,601","36,567","6,464","35,383","16,679","22,050","10,246","17,597","7,638","16,653","8,397","16,289","10,688","14,138","11,193","12,413","11,944","12,459","14,395","13,813","17,729","14,310","23,528","13,394","27,926","8,068","29,167","6,273","19,201","6,510","18,268","4,363","16,217","2,355","12,206",282,"3,605",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1808,동암,582,5,"21,474","4,043","33,843","9,390","71,473","16,842","69,633","20,416","43,935","17,677","33,802","17,663","31,860","18,331","31,924","21,210","29,929","21,709","26,319","24,806","24,402","30,076","26,014","35,128","29,176","51,992","29,257","65,245","20,456","62,006","15,777","45,247","14,865","40,187","11,717","36,173","5,746","25,948",493,"7,658",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1809,주안,917,14,"15,351","3,780","29,160","10,571","76,304","26,257","71,126","44,255","45,317","40,363","36,621","27,257","37,474","26,398","43,694","32,659","40,641","27,203","36,882","31,407","43,096","31,929","44,590","39,702","52,552","53,311","55,669","70,241","36,816","72,439","31,359","48,092","30,113","42,411","26,470","38,744","14,240","28,602","1,134","8,338",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1810,제물포,707,5,"7,288","1,960","14,847","5,376","42,534","16,013","38,602","39,785","22,276","26,477","17,155","13,275","17,339","11,753","19,681","14,264","19,088","14,379","17,669","13,417","23,704","14,274","30,990","19,460","30,736","24,305","28,600","31,366","14,593","30,698","10,592","20,777","9,303","19,129","7,220","18,910","3,045","14,564",99,"4,878",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1811,동인천,"2,209",8,"9,414","1,766","18,488","11,479","50,841","27,363","41,638","40,666","28,049","21,302","26,221","23,898","26,814","27,770","29,547","28,486","29,937","28,108","29,537","27,525","32,850","27,529","37,330","32,055","45,015","35,291","54,083","41,494","30,705","42,111","19,950","28,323","15,794","23,077","10,028","23,807","3,967","17,120",7,"5,991",0,57,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1812,인천,268,3,"1,197",668,"3,045","3,427","6,539","6,544","6,096","9,966","4,376","5,134","3,932","6,400","5,023","11,288","6,979","11,586","9,000","10,652","10,703","8,923","12,276","7,433","14,850","6,019","15,342","4,788","15,759","4,482","7,597","3,147","5,593","2,499","3,840","2,133","1,822","1,664",694,"1,312",8,"1,214",0,21,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1813,구일,215,0,"3,692","1,506","9,682","4,459","30,626","9,803","27,233","23,052","15,525","17,381","11,044","9,318","10,769","8,344","11,677","13,929","10,947","12,143","10,709","9,957","16,663","11,021","23,389","14,306","16,627","17,135","17,799","26,972","8,423","24,867","9,071","14,832","7,059","12,658","7,430","11,965","2,189","7,979",68,"1,330",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1814,소사,888,32,"17,219","3,318","16,507","9,045","41,632","10,705","38,652","24,296","26,125","17,207","21,593","17,251","19,719","14,270","21,554","16,396","20,095","16,937","18,880","15,575","20,485","17,775","23,283","20,782","22,981","25,803","20,951","32,315","12,848","31,871","8,897","21,807","7,673","19,375","5,996","19,439","2,709","12,735",212,"3,788",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1815,부개,"1,639",8,"9,988","2,353","17,611","4,387","47,589","6,715","41,263","13,765","25,459","8,796","18,746","7,049","16,548","8,286","17,092","10,333","15,658","11,569","12,719","12,418","11,681","14,980","13,446","20,989","14,468","23,565","14,593","32,991","9,107","32,880","6,476","21,629","5,949","20,178","4,041","18,504","2,026","11,743",300,"3,663",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1816,간석,355,16,"5,905","1,159","12,852","2,607","29,372","4,438","26,831","10,210","15,123","6,510","11,944","5,949","11,354","6,434","11,288","7,462","10,839","7,903","9,114","8,903","8,634","10,295","9,581","13,334","10,921","17,412","10,973","22,633","7,207","21,677","5,358","14,541","4,938","12,949","3,750","12,470","2,014","8,364",145,"3,279",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1817,도원,633,9,"2,433",971,"4,216","1,760","8,676","8,752","8,264","33,493","6,009","5,349","5,543","5,422","6,115","5,294","7,345","6,764","6,677","9,111","6,212","5,746","9,888","5,818","22,757","7,272","14,338","7,497","10,766","7,975","4,558","6,623","3,614","4,815","3,574","4,331","1,532","3,911",469,"3,081",46,"1,762",0,13,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1821,온수(성공회대입구),139,0,"5,183","1,475","8,663","5,689","24,749","13,888","26,546","20,207","16,934","12,901","12,573","8,860","12,350","8,447","14,493","9,267","13,277","9,581","12,208","10,249","13,722","11,075","18,209","13,142","19,225","15,380","15,748","24,027","9,030","23,077","6,736","14,942","7,603","13,687","5,007","12,923","3,357","8,961",270,"1,662",0,0,0,0,0,0,2019-04-03 11:14:03
2019-03,경인선,1822,중동,466,3,"10,698","1,785","17,783","4,394","48,365","6,827","40,864","16,393","25,429","10,918","18,486","8,813","17,119","9,425","17,514","11,557","16,831","12,131","13,560","13,062","12,822","14,775","14,518","18,807","15,029","23,064","15,417","33,048","9,574","33,057","7,286","21,329","6,482","19,550","4,700","18,102","2,036","13,803",244,"3,387",0,0,0,0,0,0,2019-04-03 11:14:03
