사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,경부선,1705,관악,95,3,"6,625","1,584","10,988","3,699","29,171","5,004","27,732","8,456","13,290","7,684","9,231","7,724","8,527","5,823","8,969","6,520","8,339","6,140","8,186","6,627","8,614","7,764","9,767","9,413","10,243","14,531","8,692","25,539","5,081","19,255","3,501","10,665","3,087","10,128","1,768","8,768",591,"4,578",10,405,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1706,안양,224,8,"13,044","2,364","28,739","8,984","76,844","17,634","67,330","40,743","35,482","42,801","25,394","25,473","26,521","24,498","32,091","27,872","30,231","33,366","28,306","26,365","35,216","30,517","44,379","36,354","44,736","49,599","34,443","78,939","21,587","58,251","18,911","32,743","19,728","26,121","16,377","20,453","5,552","14,032",25,945,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1707,명학,120,0,"5,997","1,566","9,653","6,482","23,701","25,227","20,295","56,409","10,127","12,945","7,921","9,484","8,759","11,988","9,493","7,407","9,347","8,713","11,399","8,966","10,129","6,566","14,328","8,432","28,599","11,229","35,559","18,913","12,651","16,287","12,345","9,268","6,628","7,494","4,754","6,817","1,416","5,111",9,178,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1708,금정,278,5,"19,666","6,025","31,334","21,301","74,688","39,707","78,036","86,129","44,722","28,340","28,625","17,733","26,921","20,012","29,834","20,562","27,499","23,141","23,891","23,670","26,142","29,985","34,071","35,989","54,079","53,791","67,740","76,961","29,498","60,737","22,014","34,929","19,112","35,567","13,428","29,106","5,591","22,492",54,"2,671",0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1709,군포,70,1,"4,790","1,836","7,821","8,303","17,212","30,151","16,268","46,641","8,904","7,180","6,398","3,963","6,015","4,268","6,929","4,655","6,183","5,300","5,695","4,775","6,001","5,945","8,326","7,471","20,490","9,505","35,198","14,314","11,473","10,860","10,015","7,044","6,046","5,861","2,798","5,346",856,"3,170",8,90,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1710,의왕,54,0,"5,569","1,961","11,926","7,743","27,882","23,682","26,932","26,621","12,535","8,605","9,143","5,845","9,187","6,019","9,919","7,629","9,161","8,402","8,972","7,763","9,209","8,813","12,537","12,267","21,613","15,571","22,561","26,660","10,024","17,976","6,885","13,358","5,593","10,517","3,708","8,685","1,448","6,198",15,233,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1711,성균관대,62,3,"6,999","1,718","23,774","5,425","59,541","8,180","47,354","23,362","22,482","16,151","16,426","13,272","15,977","12,105","18,303","14,325","17,656","16,063","15,162","14,521","16,747","16,632","21,265","21,524","23,633","33,683","22,876","53,706","13,006","42,083","10,505","26,064","10,005","22,871","9,206","18,233","3,662","12,745",21,"1,078",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1712,화서,334,22,"6,505","2,043","19,295","3,972","38,978","5,160","29,287","9,014","12,455","5,281","8,932","4,716","8,724","5,076","8,364","5,759","7,859","7,179","6,400","6,914","6,784","7,841","9,536","10,418","9,666","17,632","8,970","32,333","4,818","25,375","3,560","14,419","2,858","10,208","2,376","9,925",810,"5,624",18,816,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1713,수원,"1,352",73,"16,473","5,702","29,794","27,947","67,836","47,041","59,432","68,270","37,439","59,029","31,965","49,890","38,674","49,361","44,591","61,341","45,009","59,789","45,689","58,619","56,606","56,601","72,677","67,040","81,447","80,317","84,005","106,276","63,158","74,809","65,063","44,540","48,838","33,301","41,325","26,811","16,074","17,027",131,"4,646",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1714,독산,562,3,"6,440","2,135","15,782","12,026","42,291","41,029","38,043","98,520","19,269","45,027","14,646","14,911","14,460","10,775","16,151","12,476","15,775","12,708","14,572","11,168","15,741","15,031","22,676","16,793","53,991","24,262","71,196","39,633","33,316","32,046","18,360","17,777","11,471","17,493","7,313","15,086","1,982","7,226",33,523,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1715,세류,341,0,"3,121",729,"6,427","2,134","13,274","3,618","8,592","3,761","4,412","2,273","3,381","2,128","3,222","2,200","3,423","2,511","3,017","2,624","2,546","2,770","2,885","3,340","3,914","4,106","4,894","5,498","4,779","10,229","2,744","7,790","2,063","4,656","1,653","4,197","1,107","3,483",427,"2,041",2,659,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1716,병점,"2,798",34,"6,506","2,441","22,780","8,861","50,489","19,740","37,958","25,836","23,387","14,067","19,014","10,507","19,507","12,661","20,312","14,865","17,585","15,330","16,505","16,658","18,307","18,852","22,590","24,691","27,886","34,701","28,383","44,295","15,876","38,493","11,468","26,537","10,169","20,729","7,114","19,517","2,073","13,175",17,"4,916",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1717,세마,294,2,"1,803",387,"4,771","1,318","9,589","3,638","7,791","8,110","4,923","2,146","3,498","1,423","3,185","1,977","3,339","2,291","3,367","2,627","2,947","2,825","3,105","2,921","3,940","4,546","5,339","6,549","6,655","6,773","2,588","7,165","1,714","4,045","1,578","3,914",932,"2,861",441,"1,947",41,106,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1718,오산대,159,1,"2,544","1,141","5,467","2,077","11,887","3,598","8,689","11,047","5,176","4,235","3,959","3,972","4,190","3,049","4,623","3,375","5,125","4,328","4,894","3,668","6,282","3,068","7,656","4,770","7,602","7,088","7,851","10,670","3,333","8,347","2,597","4,639","2,395","4,668","1,592","3,069",833,"2,115",72,139,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1719,오산,237,1,"5,950","1,925","13,323","8,240","24,019","25,638","21,920","20,175","14,807","11,830","12,685","8,483","13,437","8,972","14,795","10,893","13,373","12,053","12,816","11,998","13,308","14,117","18,571","17,900","23,689","21,099","24,570","27,325","12,620","21,110","11,119","15,848","7,536","12,662","3,919","8,043","1,880","5,860",85,451,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1720,진위,7,0,730,214,"1,576","2,229","2,887","7,490","2,506","8,313","1,586","1,652","1,301",978,"1,327",973,"1,494",877,"1,410",990,"1,383",929,"2,196","1,049","3,376","1,479","5,917","1,732","8,743","2,195","2,667","2,160","1,895","1,199","1,042","1,223",437,904,205,661,10,36,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1721,송탄,79,4,"4,861",757,"7,633","2,922","13,170","5,065","10,768","7,561","7,610","3,650","6,467","3,338","6,889","3,550","6,647","4,812","6,200","4,603","5,468","5,219","6,109","6,049","8,043","7,489","8,364","10,499","9,064","11,634","4,755","12,718","3,313","8,068","3,079","7,045","1,655","6,437",842,"5,282",63,525,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1722,서정리,40,2,"3,176","3,984","8,401","6,956","14,648","12,510","13,654","17,610","9,844","9,282","9,044","6,321","9,434","5,583","10,684","8,321","9,284","8,806","9,708","7,531","10,997","9,009","15,729","12,145","23,830","15,326","17,323","13,592","9,926","14,955","8,051","10,023","5,512","7,947","2,684","7,938","1,063","6,000",27,668,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1723,평택지제,5,0,"1,283","5,415","2,973","8,873","8,837","11,453","6,407","6,699","4,389","3,635","3,485","2,012","3,386","2,582","4,420","3,003","3,109","2,944","3,739","3,185","5,400","3,674","6,282","4,279","11,011","5,320","9,075","7,055","6,929","5,399","3,967","4,212","3,920","3,651","3,026","2,847","1,055","1,874",0,164,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1724,평택,131,0,"6,277","2,125","11,800","7,140","27,562","13,655","25,219","23,963","20,154","20,726","17,743","14,215","17,432","17,186","19,694","19,156","19,123","19,670","17,548","22,128","20,126","21,286","24,090","25,778","28,798","33,098","27,278","35,134","18,186","22,817","18,151","16,661","11,689","12,786","9,489","9,972","4,897","6,554",33,"1,430",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1725,성환,44,1,"1,445",406,"2,853","2,043","5,466","10,522","5,638","15,264","5,143","13,891","5,172","4,805","6,287","5,349","8,749","9,357","9,444","10,955","7,766","5,005","10,207","5,374","15,027","5,778","16,121","6,970","12,284","6,722","4,594","5,455","4,073","4,477","2,718","4,159","1,520","3,260",645,"2,226",50,573,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1726,직산,15,0,411,259,"1,208",953,"1,480","2,478","1,499","2,877","1,040",960,928,792,"1,004",777,974,892,"1,002",875,871,844,"1,141",885,"1,088",958,"2,841","1,255","2,820","1,373","1,079","1,450",751,806,463,892,251,540,125,621,29,96,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1727,두정,998,10,"3,319",593,"7,359","2,146","13,961","8,862","11,804","20,634","9,068","16,867","7,704","13,824","9,972","11,427","11,918","14,218","12,141","11,215","11,017","10,005","14,113","7,796","15,205","11,487","18,082","13,880","15,917","18,809","8,838","11,628","6,679","9,429","5,826","6,566","4,196","5,887","2,197","5,568",25,"1,406",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1728,천안,"1,417",5,"2,081",538,"4,653","2,485","9,351","5,040","8,080","14,812","10,046","12,417","7,612","10,986","10,255","11,650","10,804","11,742","11,455","11,135","12,578","10,146","16,878","11,218","17,260","10,626","16,920","15,094","14,934","14,783","9,017","9,645","6,843","7,307","4,926","4,764","2,663","3,342","1,432","3,002",7,"1,114",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1729,당정,9,1,"3,070",772,"9,306","2,480","23,218","8,894","21,701","14,989","10,410","5,598","7,072","3,732","7,011","4,054","7,829","5,478","6,939","5,508","5,893","5,447","6,932","5,893","7,215","7,856","10,887","11,361","13,113","19,228","5,557","15,837","3,712","10,693","3,163","8,157","2,676","8,045",984,"5,161",10,134,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1749,서동탄,0,0,996,10,"3,807",583,"8,973","1,506","3,024","1,453","2,202",696,"1,245",590,"1,375","1,095","1,253",863,"1,186",936,"1,035","1,071","1,458","1,508","1,329","1,594","1,501","2,287","2,058","3,731",814,"5,340",688,"2,102",465,"1,459",343,"1,768",36,"1,244",8,801,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경부선,1750,광명,0,0,17,978,"2,475","2,190","9,924","5,557","8,762","5,868","4,439","4,401","2,807","2,895","4,679","1,908","3,460","5,472","3,275",92,"2,854","5,205","5,923","2,810","2,423","3,825","6,547","4,845","8,173","9,946","7,155","5,747","4,454","2,784","2,552","4,119","1,458","1,855",515,18,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1801,개봉,"1,138",4,"16,220","4,732","32,592","11,960","81,745","13,477","75,366","21,104","42,907","15,994","29,276","13,737","27,278","15,726","27,801","19,525","25,794","19,705","22,843","23,219","22,018","27,945","24,999","35,423","27,445","48,627","26,478","74,210","15,012","56,797","11,015","33,120","9,041","31,327","6,927","25,879","2,397","14,389",22,885,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1802,오류동,414,4,"11,021","1,835","17,007","4,907","45,713","5,951","46,196","10,563","24,265","9,532","17,378","9,064","16,094","8,987","17,786","10,484","15,957","11,928","13,084","13,035","13,408","16,385","13,866","19,199","14,305","25,788","12,770","39,343","7,036","33,794","5,542","18,867","4,325","17,380","3,510","14,383","1,205","9,001",6,465,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1803,역곡,768,6,"26,488","3,300","39,759","9,441","106,023","12,596","101,477","30,226","54,078","26,324","34,238","20,738","31,547","22,563","33,498","26,803","32,005","26,379","27,717","28,691","27,888","31,390","32,723","47,065","36,460","62,861","34,390","97,880","20,444","85,181","15,489","46,399","13,658","40,207","11,550","35,028","4,416","22,634",7,471,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1804,부천,"2,064",19,"33,364","4,420","38,734","12,051","94,045","16,486","93,052","39,779","52,824","35,039","37,989","31,536","39,055","32,927","42,835","41,275","41,964","45,421","40,179","45,087","42,392","47,199","46,992","56,778","50,040","76,887","51,355","112,315","32,970","87,746","26,676","45,804","26,139","41,537","23,231","33,204","11,245","23,881",17,745,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1805,송내,"1,390",2,"13,570","7,684","33,078","15,070","94,604","24,683","78,061","67,004","42,364","35,884","29,613","19,705","30,425","19,532","31,866","22,143","28,511","23,529","25,611","24,143","27,884","25,646","33,027","33,998","40,480","50,357","61,435","80,456","25,684","71,811","18,030","39,110","14,571","33,826","12,579","29,707","5,341","19,088",40,454,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1806,부평,"6,646",31,"18,068","4,953","32,173","11,818","73,605","17,483","68,446","30,925","39,545","33,388","31,441","29,409","33,247","32,762","36,697","39,226","36,408","46,731","36,722","46,614","40,002","47,423","45,849","61,229","51,178","75,517","47,175","106,126","36,036","84,626","32,172","43,893","33,544","35,193","32,017","29,359","22,396","20,498",189,"2,428",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1807,백운,59,1,"7,246","1,646","12,467","4,148","25,756","4,154","21,348","8,465","12,582","5,262","9,831","5,105","9,842","5,906","9,537","6,956","8,637","7,366","7,458","7,239","7,986","9,374","9,215","12,306","9,870","14,675","7,738","21,333","4,009","20,052","3,197","11,140","2,789","10,014","1,820","8,557",907,"6,568",29,621,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1808,동암,411,8,"16,580","3,159","25,045","7,553","47,566","12,873","44,451","15,785","25,390","11,893","20,177","11,612","18,590","13,828","19,557","14,056","18,848","16,214","16,522","15,361","16,335","20,501","18,673","25,633","20,863","34,519","20,229","45,954","11,543","40,405","9,300","25,377","8,114","22,850","6,759","19,902","3,204","12,883",73,"1,560",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1809,주안,836,19,"11,915","4,158","23,282","8,383","56,573","15,533","47,429","28,734","29,944","21,588","23,435","14,771","23,680","15,107","26,967","19,673","25,581","17,426","22,643","20,876","26,584","20,746","29,202","27,863","34,108","34,054","34,336","50,425","19,126","49,189","15,628","27,822","15,133","23,674","12,831","19,765","6,188","16,753",121,"2,935",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1810,제물포,703,12,"6,899","1,582","14,181","4,062","35,067","12,256","29,615","26,262","15,377","12,801","13,176","8,515","13,280","7,536","14,108","10,172","13,485","10,705","12,100","9,820","14,403","11,462","19,054","14,165","18,442","18,890","20,486","27,021","8,365","25,651","5,862","15,385","4,910","13,909","3,536","12,192","1,372","9,290",25,"2,009",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1811,동인천,"1,432",4,"6,032","2,171","14,309","10,994","35,024","20,857","26,727","30,567","17,247","13,976","15,290","15,693","17,258","17,989","18,536","17,045","18,645","19,051","18,786","18,321","21,563","17,573","26,276","20,550","33,743","22,705","38,188","28,848","15,408","27,690","10,404","16,256","8,352","12,667","5,697","12,000","2,003","8,173",13,"2,304",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1812,인천,178,28,863,909,"2,781","3,768","5,124","5,949","4,200","7,411","2,723","3,771","2,594","4,136","3,432","5,916","4,512","6,725","5,698","6,220","6,901","5,944","8,278","4,837","10,607","4,154","11,696","3,187","10,889","2,851","4,987","2,159","3,876","1,540","2,457","1,252","1,355",945,317,817,12,687,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1813,구일,313,9,"3,418","1,111","8,643","3,050","22,962","8,242","20,598","10,179","10,927","5,355","7,940","4,009","7,545","4,015","8,046","5,216","7,326","6,274","6,488","6,465","7,994","8,211","9,153","9,525","8,978","12,172","10,034","21,354","4,162","16,962","3,032","9,416","2,559","8,309","2,104","6,867",756,"4,465",12,205,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1814,소사,776,12,"14,646","2,432","14,136","5,032","29,831","6,894","26,114","11,127","16,913","8,483","13,099","7,813","12,061","8,085","12,270","10,868","11,215","9,694","10,375","9,846","10,502","10,989","11,762","14,552","12,719","18,740","10,605","26,350","5,935","21,189","4,246","12,890","3,480","12,588","2,623","10,350",917,"8,204",6,196,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1815,부개,"1,706",4,"8,245","1,905","14,431","3,820","35,116","5,724","28,768","10,299","15,694","5,717","11,695","5,108","11,005","6,554","10,893","7,529","10,623","8,353","8,991","8,852","8,590","10,538","10,999","14,278","9,957","18,847","10,320","26,131","5,411","23,081","3,408","13,260","2,968","11,924","2,272","9,849","1,139","7,470",9,240,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1816,간석,238,1,"4,497",911,"9,603","2,392","20,926","4,036","17,811","8,509","9,989","5,029","7,824","4,330","7,607","5,173","8,011","5,591","7,531","6,193","6,763","6,461","6,923","7,681","8,457","9,470","7,726","12,431","8,363","16,801","4,260","15,773","3,159","8,441","2,833","7,271","2,109","6,572","1,241","5,192",50,679,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1817,도원,442,19,"1,897",684,"2,489","2,058","5,505","5,193","5,139","16,044","3,694","3,454","3,371","3,215","3,728","3,153","4,170","3,084","3,786","3,824","3,520","3,437","5,839","3,821","10,906","4,387","6,902","4,726","7,034","4,941","2,213","4,184","1,736","2,556","2,078","2,266",748,"1,573",234,"1,702",19,547,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1821,온수(성공회대입구),143,1,"5,250","1,192","8,141","3,098","20,355","9,653","19,665","11,752","11,788","5,714","8,944","5,373","8,662","5,313","9,651","6,854","9,516","6,907","8,273","7,241","9,457","8,581","12,531","9,639","10,473","13,459","9,640","18,893","5,403","16,379","3,735","9,292","3,641","8,512","2,551","7,733","1,100","5,108",13,341,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1822,중동,826,19,"9,643","1,029","15,381","3,143","40,954","5,423","30,923","12,568","16,471","7,011","11,913","6,935","11,478","7,736","12,340","8,780","11,319","9,061","10,000","10,120","9,577","11,120","10,762","14,684","10,839","19,154","11,602","29,195","5,899","27,018","4,573","14,810","3,797","12,377","2,551","10,563","1,100","8,184",7,282,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경인선,1823,도화,301,2,"3,882",593,"6,293","1,586","16,105","3,659","12,569","6,133","7,494","3,413","5,975","3,326","5,832","3,531","5,737","4,459","5,508","4,469","4,979","5,153","5,042","5,720","5,709","7,443","5,802","8,309","5,660","10,487","2,756","10,244","2,049","5,726","1,667","4,865","1,154","3,644",506,"3,874",12,897,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1008,이촌(국립중앙박물관),68,0,736,501,"2,919","2,192","6,541","3,903","7,567","7,202","5,931","4,280","4,578","2,883","4,539","2,843","4,916","2,934","5,246","3,596","4,826","3,351","5,560","3,755","7,283","4,410","7,926","5,012","8,496","6,870","4,158","4,969","3,304","3,422","2,862","3,163","1,625","3,002",485,"1,939",3,112,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1009,서빙고,31,2,869,592,"1,931","2,305","2,617","4,151","2,567","7,539","2,527","2,896","2,129","2,096","1,971","1,703","2,352","1,935","2,669","2,511","2,471","2,482","3,326","2,866","4,552","2,649","6,405","2,405","5,944","3,146","2,404","2,093","1,520","1,445","1,327","1,423",887,"1,270",215,864,2,41,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1010,한남,121,3,"1,523",650,"2,400","4,226","4,143","9,409","4,685","12,274","4,068","10,277","4,067","4,747","4,069","3,918","4,385","4,240","4,364","4,512","4,807","3,989","6,037","4,438","7,636","5,014","12,519","6,011","13,013","6,092","6,176","5,191","4,244","2,259","3,932","2,697","4,006","2,026","1,708","1,420",9,61,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1011,옥수,0,0,0,27,2,112,25,19,77,179,57,6,22,125,10,132,4,50,17,20,38,9,27,19,300,33,273,57,35,14,333,13,47,4,34,18,9,2,4,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1012,응봉,107,0,"1,166",231,"2,612","1,247","6,233","1,724","6,081","2,045","4,096","1,569","2,692","1,786","2,482","1,754","2,606","1,845","2,539","2,182","2,439","2,448","2,542","2,386","2,943","3,177","2,763","3,816","2,663","4,728","1,494","4,112","1,075","2,268",700,"1,695",681,"2,169",247,"1,160",2,60,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1013,왕십리(성동구청),732,2,"4,430",951,"7,247","5,537","21,662","11,037","34,983","19,886","22,797","16,761","13,367","15,979","13,961","15,637","16,808","18,688","19,136","20,646","18,272","19,850","20,647","22,816","25,962","26,463","29,645","37,297","27,630","54,090","20,509","38,559","19,855","22,564","21,568","18,059","21,335","17,112","10,318","11,460",89,"3,562",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1014,청량리(서울시립대입구),"1,194",21,"4,944","1,213","6,802","8,982","23,183","11,443","34,936","19,211","18,907","24,286","24,386","25,594","18,929","25,819","23,087","24,650","28,637","26,968","23,114","28,245","29,061","29,508","29,897","28,625","26,364","27,253","31,844","40,876","18,054","28,366","22,486","15,056","12,376","15,229","7,425","8,838","2,733","6,602",19,761,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1016,외대앞,435,21,"4,147","1,387","6,849","3,420","16,383","3,370","20,392","16,462","12,856","8,134","10,276","12,555","10,852","10,294","12,649","12,263","12,934","10,021","13,174","13,111","14,857","11,702","15,561","14,354","18,764","16,987","14,754","22,626","10,071","17,559","7,095","11,157","7,073","11,040","6,374","10,825","2,478","9,000",75,"1,534",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1017,신이문,"1,328",0,"8,091","1,016","12,867","2,147","32,176","3,997","34,120","7,317","18,608","4,355","12,865","5,195","10,991","5,971","11,330","7,748","11,266","8,035","9,262","8,950","8,968","12,664","8,393","14,920","8,171","18,628","7,715","28,955","5,017","22,137","3,015","13,387","2,322","10,983","1,765","10,459",748,"6,737",36,"1,044",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1018,석계,"1,069",10,"5,392","1,396","9,944","3,489","22,225","5,206","25,448","7,867","16,325","6,407","13,060","6,440","12,091","8,191","12,679","9,136","11,993","10,472","10,567","11,577","10,651","14,734","11,007","19,008","11,088","22,490","10,400","34,894","7,361","23,772","5,664","14,195","5,425","12,463","4,631","10,246","2,082","7,047",46,"1,382",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1019,광운대,"1,682",9,"5,300","1,028","11,120","2,076","26,776","5,919","23,470","18,538","13,359","10,483","10,415","9,737","11,050","13,110","11,480","10,750","12,553","11,808","12,430","13,498","13,385","12,412","15,423","14,003","15,416","15,901","13,373","23,391","9,124","18,594","5,781","11,416","5,672","9,638","5,065","8,562","1,892","8,769",67,"3,440",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1020,월계,804,13,"4,718","1,023","8,477","2,030","22,424","8,694","20,395","11,509","12,435","14,495","10,184","6,744","9,876","6,327","13,926","7,932","11,767","12,131","9,819","8,880","11,708","9,120","16,401","12,221","14,726","13,546","10,677","20,971","5,085","16,369","3,471","8,607","3,256","7,579","2,265","6,602",858,"4,697",44,844,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1021,녹천,"1,109",45,"3,693",597,"7,013","1,167","18,534","4,201","16,664","5,355","9,669","2,447","6,976","2,842","6,213","3,135","7,578","4,208","5,840","4,345","4,931","4,215","4,974","5,339","7,257","7,026","5,116","8,006","4,483","13,846","3,270","10,997","1,624","6,397","1,504","6,020","1,124","4,731",324,"3,576",29,647,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1901,방학,690,4,"10,245","1,594","13,319","4,472","29,875","9,304","27,262","18,583","17,550","9,087","14,684","9,868","13,481","9,103","14,714","10,852","13,607","10,717","12,366","12,598","12,512","15,639","13,249","18,449","13,475","21,010","16,667","26,873","8,741","24,318","5,590","12,568","4,750","10,915","3,288","9,814","1,415","6,024",71,"2,042",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1902,도봉,265,5,"6,501","1,210","8,699","2,979","17,498","3,311","16,339","9,345","10,849","6,134","9,273","6,639","8,863","6,025","8,890","6,893","8,870","7,444","8,491","8,400","8,527","9,324","8,544","10,691","8,979","11,902","9,249","14,652","4,120","13,908","2,558","8,254","2,112","6,163","1,535","6,197",639,"3,787",47,"1,160",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1903,도봉산,171,4,"5,706",952,"8,367","1,921","18,702","3,394","18,136","6,677","12,183","10,333","10,069","14,198","10,492","12,906","12,600","14,377","15,629","11,553","19,278","9,658","20,048","9,299","20,257","8,563","16,267","8,030","12,118","9,109","6,852","7,574","3,585","4,704","2,486","3,702","1,803","3,596",633,"2,702",66,918,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1904,망월사,309,3,"7,156","1,003","11,474","3,009","25,332","4,449","25,393","11,050","14,596","7,717","11,383","6,678","11,525","7,252","10,834","9,611","10,934","8,870","9,872","10,066","9,588","11,373","10,910","13,721","11,156","17,422","9,222","23,653","4,537","21,315","3,196","13,087","2,969","10,074","2,203","9,339",784,"6,287",88,"1,708",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1905,회룡,948,13,"13,229","1,694","23,425","4,869","50,589","7,380","42,386","11,219","25,009","9,806","20,258","10,216","20,071","10,741","18,781","13,648","17,007","13,886","14,464","16,035","13,424","18,481","12,633","23,640","12,365","30,188","10,803","39,367","6,449","39,114","4,739","20,964","4,234","17,085","3,138","13,876","1,158","8,241",127,"3,067",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1906,의정부,"2,129",21,"9,304","2,105","20,937","6,442","44,279","12,343","40,724","33,772","24,221","31,860","20,630","23,588","23,355","24,420","25,566","27,705","25,730","30,532","26,164","29,361","27,662","27,340","31,234","33,072","35,389","38,240","40,186","50,070","24,274","45,217","22,576","26,520","16,656","19,778","14,223","16,373","6,424","10,657",316,"6,105",0,0,0,0,0,0,2022-04-03 09:20:04
