사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,중앙선,1201,중랑,118,2,"5,481",469,"8,967","1,935","20,579","2,697","19,422","5,642","12,868","4,862","8,017","3,748","7,542","4,335","7,660","5,471","7,745","5,893","6,456","6,195","6,144","8,487","6,373","10,058","6,262","13,971","6,480","20,666","4,392","13,621","3,125","9,251","2,444","7,012","1,699","7,491",721,"4,076",9,333,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1202,상봉(시외버스터미널),506,8,"5,547",822,"7,183","1,934","18,784","3,876","21,160","6,934","11,676","4,905","7,455","4,142","6,618","4,987","7,727","5,561","6,783","6,237","6,494","6,538","6,285","8,069","6,472","9,119","7,468","12,125","8,008","19,942","5,572","17,626","3,777","9,616","3,129","7,698","2,215","7,961","1,028","5,138",19,"1,190",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1203,망우,283,0,"7,163",814,"10,544","2,876","26,147","5,333","21,553","12,431","14,179","7,869","10,168","8,894","10,224","7,723","11,183","8,258","10,796","9,739","9,910","10,024","9,746","11,594","11,036","14,542","11,043","17,729","11,632","26,015","7,865","17,005","4,892","11,100","3,829","7,789","2,870","7,588",960,"5,344",12,491,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1204,양원,38,1,"2,026",281,"3,761","1,631","11,302","6,673","8,003","5,429","4,708","1,803","3,329","2,111","3,080","2,271","3,255","1,922","3,191","2,644","3,138","2,461","4,480","3,064","5,937","4,082","4,081","4,616","3,215","8,428","1,616","6,192","1,021","4,082",816,"2,781",562,"2,830",165,"1,942",1,108,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1205,구리,763,6,"8,180","1,708","18,523","6,647","50,979","7,973","44,853","17,569","23,134","14,414","17,034","12,863","16,970","11,426","17,089","11,006","14,897","15,754","14,227","15,011","15,042","19,111","17,405","22,525","18,955","29,728","17,585","46,472","10,579","39,457","9,749","21,785","6,197","16,757","5,482","15,452","1,682","11,570",14,650,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1206,도농,701,2,"7,021","1,175","18,075","5,550","48,744","7,042","32,819","12,939","20,570","7,291","14,263","6,153","12,572","6,085","12,334","7,449","11,082","8,783","9,235","9,239","9,359","12,265","13,496","14,880","14,053","21,994","12,090","32,339","5,584","29,816","3,986","16,577","3,261","12,593","2,290","10,943",773,"9,351",8,"1,269",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1207,양정,62,1,321,74,648,874,"1,709","1,804","1,312","2,359",809,"1,270",683,"1,023",829,783,929,825,993,683,"1,244",660,"1,235",727,"1,676",691,"2,455",984,"2,499","1,073",754,834,450,481,268,362,162,335,64,264,4,61,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1208,덕소,"1,242",5,"2,696",713,"8,896","1,746","22,427","3,087","16,295","7,269","10,776","5,270","8,456","4,092","7,529","4,221","7,670","5,593","7,652","6,708","6,754","6,249","6,416","8,029","6,504","9,800","7,344","15,008","6,506","17,358","3,558","14,991","2,496","7,942","2,267","7,977","1,737","7,534",694,"6,035",6,"1,195",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1209,도심,7,0,"1,255",310,"4,975",800,"10,941","1,420","7,538","6,082","4,547","1,499","3,151","1,667","2,690","1,454","2,946","1,679","2,769","1,754","2,323","1,361","2,385","2,893","3,230","2,008","2,984","5,296","3,024","4,709","1,189","5,247",766,"2,689",985,"2,632",611,"2,208",158,"1,665",0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1210,팔당,0,0,188,48,554,549,"1,191","1,299","1,169","2,713","1,027","3,143",952,"2,807","1,008","2,217","1,309","2,326","1,325","1,588","1,890","1,541","2,115","1,618","2,711","1,497","2,891","1,524","2,726","1,431","1,744",981,"1,391",588,901,437,753,396,94,309,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1211,운길산,0,0,147,66,611,345,"1,655",467,"1,772",966,916,"2,078",781,"3,144",858,"2,243",968,"2,605","1,526","1,401","2,248","1,617","3,101","1,093","3,025","1,062","2,464",896,"1,435",926,648,"1,321",533,417,226,427,115,440,10,268,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1212,양수,15,0,643,150,"1,570",839,"5,961","1,799","3,679","2,598","3,531","3,219","2,407","3,135","2,580","2,703","2,722","3,265","3,190","3,240","3,335","2,977","4,248","2,811","4,404","3,430","4,187","4,296","2,977","3,411","1,431","3,907","1,167","2,481",809,"1,977",288,"1,595",104,"1,107",0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1213,신원,0,0,68,1,217,152,380,544,337,189,367,557,242,730,281,521,371,349,420,358,578,285,785,257,793,262,533,278,662,320,129,178,96,151,26,134,20,90,8,57,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1214,국수,2,0,480,15,854,232,"1,898",560,"1,585","2,036","1,428","1,096","1,144","1,111",932,"1,134","1,380","1,059","1,238",943,"1,135",894,"2,047","1,077","1,978","1,272","1,043","1,347",567,"1,548",353,"1,068",257,"1,250",172,864,90,618,24,451,0,1,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1215,아신,3,0,458,31,765,75,"1,558",346,"1,301",835,977,826,"1,087",822,768,781,763,926,939,657,838,709,908,896,"1,038",902,893,"1,395",766,903,399,"1,020",272,871,189,758,137,505,20,487,0,7,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1216,오빈,1,0,220,1,467,182,824,231,831,529,607,354,564,544,425,428,491,441,452,384,434,328,484,435,561,591,561,852,476,579,216,487,133,300,64,457,17,273,7,269,0,11,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1217,양평,60,1,"1,130",75,"2,825","2,118","6,461","2,847","4,817","6,476","3,756","3,343","4,345","4,106","3,943","5,296","4,505","4,983","4,991","3,917","5,320","4,874","5,188","5,351","6,875","4,528","5,856","6,617","5,181","5,378","2,654","3,628","2,339","4,192","1,848","2,276","1,305","2,092",200,"2,175",8,157,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1218,원덕,47,0,268,1,601,72,660,312,950,415,751,607,688,975,555,821,551,763,543,394,773,584,862,666,940,582,698,894,558,735,312,525,115,356,59,423,20,220,1,193,1,26,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1219,용문,304,0,862,4,"1,848",580,"2,833","1,998","3,648","2,534","2,462","1,779","2,711","3,278","2,483","5,399","3,428","6,467","4,831","3,369","5,325","4,115","5,796","3,707","5,306","2,832","4,523","3,803","2,676","2,881","1,358","2,341",650,"2,367",557,"1,292",259,"1,061",0,"1,063",1,324,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,중앙선,1220,지평,0,0,0,0,1,0,304,343,229,115,2,0,337,397,8,5,3,1,68,117,394,333,0,0,0,0,155,211,57,72,128,207,0,1,11,80,9,51,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1401,봉명,21,0,910,269,"1,370",490,"2,109","3,058","2,217","3,481","1,798","3,137","2,455","1,817","2,329","1,213","2,008","1,336","1,737","1,828","1,874","1,592","1,954","1,507","2,796","1,244","2,842","2,267","1,583","1,861",810,"1,402",702,903,508,925,441,876,431,541,0,82,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1402,쌍용(나사렛대),23,0,"1,593",213,"3,425",464,"5,528","1,121","6,783","6,384","3,051","3,922","3,274","2,922","3,718","3,147","4,029","6,117","3,858","3,217","3,822","2,739","5,513","3,809","5,186","4,185","4,613","5,525","4,921","5,674","2,720","4,219","1,973","2,992","1,295","1,948","1,143","2,128",604,"1,614",14,311,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1403,아산,51,0,560,498,"1,589","2,235","5,430","4,396","6,715","8,335","3,539","5,967","3,935","6,562","4,979","4,563","6,212","5,807","6,089","5,638","6,738","4,031","7,671","5,245","7,361","5,543","7,966","7,710","10,454","7,798","7,579","4,528","4,346","3,366","4,875","2,188","3,764","1,818","1,819","1,034",26,272,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1404,탕정,29,0,379,54,671,324,"2,021",929,"1,744","1,494","1,251",628,970,781,"1,000",836,"1,087",864,"1,186","1,007","1,203",695,"1,599",799,"1,742","1,514","1,674","1,798","1,421","1,638",729,"1,295",381,"1,125",285,940,295,734,131,474,13,139,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1405,배방,56,1,752,143,"1,381",575,"3,078","1,225","2,883","1,862","2,083","1,361","1,601","1,117","1,721","1,466","1,784","1,635","1,820","1,736","1,884","1,308","1,632","1,609","1,761","2,412","1,975","3,341","2,422","2,835","1,311","2,436",781,"1,742",684,"1,416",722,"1,162",353,750,41,282,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1407,온양온천,453,1,"1,156",348,"3,620","1,673","7,615","4,074","8,061","6,121","7,071","6,333","6,297","5,322","6,905","9,267","7,436","7,885","8,439","7,584","8,156","5,414","7,106","6,587","6,842","7,564","5,583","9,709","7,587","6,802","3,062","6,336","2,077","4,263","2,071","4,273","1,419","2,815",635,"1,831",8,765,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1408,신창(순천향대),178,0,408,76,"1,001",258,"1,778","2,824","1,712","12,188","1,851","5,244","3,418","8,169","3,624","5,041","4,933","4,761","6,102","4,104","6,964","3,450","6,176","2,221","10,203","2,984","8,036","2,549","8,595","3,758","2,700","2,583","2,054","2,735","2,010","2,626","1,144","2,361",353,"1,314",1,329,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1252,신촌,0,0,114,7,229,861,470,"3,427",451,"4,278",642,"3,121",500,"1,700",617,"1,041",848,989,759,"1,788",820,"1,046","1,132",758,"1,866",734,"3,230","1,113","2,951","1,451","1,844",920,898,501,999,260,971,123,407,365,0,34,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1261,효창공원앞,3,0,592,184,"1,623","1,812","4,086","3,835","6,024","15,260","4,151","8,596","2,737","3,164","2,667","2,959","3,157","3,062","3,388","3,019","2,961","3,160","3,849","3,092","4,661","3,690","6,592","4,447","12,829","6,748","5,218","5,016","3,279","3,284","2,449","3,275","1,993","2,849",714,"2,467",3,228,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1263,서강대,8,1,375,153,"1,185","1,203","2,699","2,362","3,290","7,149","2,863","5,208","2,159","2,897","2,337","2,861","2,644","2,820","3,017","3,055","2,767","2,966","3,241","2,651","4,159","3,179","5,159","3,569","5,101","4,233","3,271","2,845","2,915","1,741","3,078","1,971","2,706","1,475","1,100","1,133",8,97,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1265,가좌,0,0,"2,263",173,"6,165","2,982","17,197","3,464","20,097","8,306","9,098","7,134","6,925","4,874","6,470","4,828","7,181","5,172","6,218","6,979","6,335","6,510","6,399","7,256","7,740","8,995","8,077","10,647","8,141","16,516","4,765","12,966","3,207","6,615","2,506","5,216","2,079","5,139",724,"3,924",9,398,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1267,수색,0,0,851,"1,206","1,456","7,714","2,866","5,272","3,773","15,446","2,865","7,191","2,178","2,908","2,017","2,033","2,223","2,150","2,350","2,765","2,498","2,200","3,215","2,369","6,806","2,886","8,837","3,405","11,792","3,116","5,379","2,682","2,624","1,647","2,250","1,122","1,512","1,234",501,851,11,136,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1268,화전,0,0,455,286,"1,400","1,218","3,223","1,856","3,461","11,099","2,524","10,598","3,256","9,300","4,662","3,994","4,871","4,113","4,742","6,712","7,197","4,129","6,853","2,628","10,828","2,953","9,854","3,098","7,460","3,490","3,732","2,902","1,769","1,722","1,707","1,649","1,362","2,025",711,"1,457",32,416,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1269,강매,1,1,"1,701",217,"5,079",815,"16,320","1,200","15,333","3,432","6,927","1,307","4,479","1,288","3,747","1,650","3,684","1,683","3,469","2,224","2,840","2,430","2,492","3,182","2,926","4,645","2,819","5,840","3,139","10,215","1,147","10,247",710,"5,601",640,"4,612",419,"4,611",181,"2,817",8,865,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1270,행신,0,0,"2,999",921,"10,310","3,563","34,288","5,029","28,244","9,993","12,740","6,080","9,237","4,882","9,334","5,809","9,608","6,536","7,811","7,703","6,792","7,326","6,316","8,763","8,561","12,209","12,040","16,202","9,270","34,101","5,814","25,838","6,494","11,823","4,507","10,237","4,368","9,440","1,623","6,153",63,"1,797",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1271,능곡,0,0,"2,560",436,"6,112","2,471","13,845","2,389","13,868","5,929","7,733","3,031","5,526","2,788","5,264","3,033","4,882","3,389","4,757","3,653","4,312","3,967","4,074","4,545","5,040","6,055","5,334","7,344","5,115","10,954","2,692","9,434","1,806","5,201","1,348","5,303",952,"4,830",411,"3,162",11,"2,437",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1272,곡산,0,0,201,112,718,713,"1,534","1,125","1,332","2,335",855,981,660,624,636,559,558,745,667,654,800,709,"1,038",734,"1,123",831,"1,395",963,"1,893","1,513",533,"1,042",314,651,282,448,186,415,68,294,1,29,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1273,백마,2,0,"3,710",699,"12,527","2,194","30,678","5,917","21,965","11,434","11,299","5,887","8,853","4,674","8,869","3,832","9,129","6,239","7,572","7,147","7,329","6,327","8,392","7,810","8,173","8,962","9,264","11,593","9,992","22,791","4,105","22,195","2,967","11,870","2,949","9,985","2,978","9,550",859,"7,675",7,349,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1274,풍산,17,0,"3,199",270,"9,046","1,307","20,591","4,118","16,995","7,256","10,375","4,612","7,056","3,944","7,081","4,984","7,080","5,326","6,929","6,384","6,726","5,244","7,065","6,461","7,377","8,520","7,565","10,351","7,732","17,437","4,250","13,658","3,416","9,831","3,472","7,972","2,433","6,440",695,"5,685",5,526,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1275,일산,5,0,"6,286",764,"19,610","2,925","42,543","6,938","29,293","14,863","16,436","6,049","11,280","5,662","11,465","7,236","12,703","7,721","11,307","9,657","9,964","10,119","10,384","10,924","12,720","13,476","12,356","19,071","10,643","31,591","5,490","31,837","3,757","14,706","3,358","14,443","3,321","11,084","1,184","9,496",26,"2,960",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1276,탄현,33,0,"4,528",491,"18,014","2,362","32,918","5,529","24,577","8,855","13,074","4,809","9,560","3,945","9,361","4,913","9,483","5,568","8,637","5,974","7,697","7,716","7,841","8,535","8,271","10,361","9,143","16,585","9,794","25,644","5,068","28,344","3,818","13,370","3,583","11,883","3,069","8,198","1,249","7,637",29,"1,922",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1277,야당,26,1,"3,613",347,"13,074","2,278","25,892","4,613","23,839","8,227","11,171","5,787","8,694","4,964","8,729","5,825","8,635","6,772","8,842","7,898","7,809","8,622","8,576","10,411","9,420","12,432","9,872","20,512","9,577","26,873","6,456","24,602","6,216","11,968","7,184","10,492","7,416","7,611","4,301","6,603",166,"1,582",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1278,운정,36,0,"3,312",361,"14,861","4,153","27,895","6,533","25,222","10,733","12,067","5,392","8,552","4,071","8,250","4,651","8,518","5,429","7,797","5,855","6,416","6,605","6,994","7,993","8,470","11,085","10,499","15,782","10,385","20,521","4,564","19,948","2,989","10,491","2,631","9,516","2,081","7,817",578,"5,891",29,"1,091",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1279,금릉,43,0,"2,336",249,"7,767","2,092","16,540","4,816","13,982","10,614","7,310","4,371","6,084","3,594","6,105","3,393","6,155","4,481","5,658","4,877","5,155","5,807","5,562","6,218","6,053","7,482","8,439","11,054","9,743","13,033","4,403","12,469","3,223","6,329","2,816","6,080","2,237","5,388",508,"4,286",25,940,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1280,금촌,74,3,"3,074",217,"8,145","3,821","18,090","9,288","15,736","13,611","10,029","7,172","8,289","6,156","8,738","5,777","9,171","8,051","9,076","8,694","8,436","8,365","8,737","9,366","9,627","10,360","12,334","14,310","14,912","15,422","6,790","13,043","4,774","8,984","3,899","8,344","2,725","6,653",608,"5,024",62,981,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1282,월롱,23,0,346,22,785,"5,855","2,041","9,569","2,017","12,790","1,976","4,687","1,929","2,549","2,395","1,597","4,009","3,135","3,501","2,161","2,798","1,603","5,048","1,955","7,239","2,292","10,440","2,759","12,902","3,045","5,153","2,772","3,647","2,673","2,383","2,948",860,"2,554",69,"2,251",8,474,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1283,파주,43,0,731,5,"1,090",696,"2,330","2,311","2,138","5,159","1,463","2,946","1,414","1,618","1,591",925,"2,670","1,461","1,736","1,770","1,915",771,"3,030","1,029","4,402","1,032","5,691","1,095","3,829","1,290","1,242","1,440",621,924,724,835,208,699,27,660,2,221,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1284,문산,832,1,"2,724",11,"7,172","2,251","14,589","5,914","11,294","14,266","7,845","4,362","6,562","5,426","6,976","5,509","7,312","6,448","7,523","6,618","7,023","6,197","7,361","8,083","8,126","7,801","11,104","9,262","10,601","11,114","4,347","10,567","3,167","7,356","2,426","5,617","1,681","6,013",106,"4,083",0,"1,637",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,3,73,16,191,12,9,37,5,0,0,2,0,72,78,85,6,315,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1291,서울역,0,0,697,5,"1,030","5,922","2,589","19,733","2,505","31,596","2,263","14,640","1,384","5,653","1,582","4,353","2,399","3,393","2,815","5,642","3,055","2,696","4,941","2,619","6,857","2,560","13,716","3,935","25,566","4,503","9,027","2,603","4,754","1,970","5,239","1,137",852,110,"1,260","1,058",0,107,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1292,공덕,17,0,500,111,"1,668","1,640","3,964","5,989","4,879","15,942","3,127","6,617","2,870","2,886","3,203","2,784","3,818","2,728","3,845","2,700","3,722","2,998","3,948","2,928","4,971","3,367","8,067","4,489","14,324","5,830","5,678","3,588","4,388","2,317","4,831","2,273","4,102","1,824","1,718","1,336",7,173,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1293,홍대입구,0,0,164,95,535,433,"1,190","1,638","1,511","5,016","1,121","3,846","1,031","2,660","1,086","2,482","1,503","3,189","1,693","3,486","2,075","3,611","2,436","3,411","2,871","4,254","4,601","4,338","5,477","5,095","4,115","3,271","3,478","1,533","4,061","1,523","4,501","1,135","1,956",916,18,95,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1294,디지털미디어시티,2,0,831,285,"2,194","1,717","8,262","1,917","8,812","3,835","4,171","2,515","3,064","1,714","2,937","1,753","3,023","2,112","2,837","2,433","2,710","2,246","2,909","2,386","4,026","3,480","4,843","4,768","4,138","7,929","2,455","6,200","1,592","3,548","1,302","2,970","1,070","3,196",488,"2,205",17,314,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1311,신내,20,0,831,860,"2,404","3,233","6,903","4,621","6,000","7,193","2,996","2,114","2,091","1,552","2,131","1,467","2,288","1,557","2,267","1,947","2,246","1,686","2,796","2,714","4,323","2,448","4,057","3,808","5,856","4,674","2,452","3,830","1,158","1,925",933,"1,672",788,"1,639",429,"1,092",1,93,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1312,갈매,0,0,"1,445",608,"3,536","2,127","15,689","3,180","8,988","4,902","5,475","2,469","3,539","2,103","2,918","1,918","3,357","2,056","2,859","2,722","2,807","2,133","3,427","3,615","4,631","3,713","3,520","5,061","3,855","9,654","1,886","7,048","1,708","3,946","2,020","3,179","1,529","2,186",550,"1,292",4,566,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1313,별내,21,0,"1,240","1,009","3,088","2,646","13,066","4,137","9,193","6,364","5,703","3,936","4,011","2,472","3,420","2,785","4,073","2,947","3,683","3,492","3,663","2,930","3,867","4,139","5,603","4,789","5,621","6,652","6,189","9,798","2,799","8,287","2,224","4,431","1,961","2,496","1,828","3,091",813,"1,515",25,428,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1314,퇴계원,3,1,"2,254",467,"4,991","1,432","16,802","3,639","11,457","4,753","7,615","2,391","4,963","2,445","4,243","2,333","4,865","2,908","4,090","3,202","3,399","3,329","3,714","3,705","3,546","5,428","4,403","8,564","5,275","10,902","2,334","9,767","1,437","5,661","1,300","3,616",999,"4,756",333,"1,844",10,689,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1315,사릉,24,0,"2,098",657,"4,486","1,535","12,936","5,475","9,278","6,158","5,813","2,289","3,690","2,297","3,474","2,147","3,548","2,365","3,591","2,166","2,730","3,182","3,073","2,824","3,306","4,173","5,034","6,407","5,875","7,859","2,076","10,201","1,266","4,354","1,033","2,971",666,"3,011",244,"1,878",6,544,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1316,금곡,5,0,"1,504",254,"1,953",834,"4,213","1,818","4,158","4,336","2,793","1,748","2,194","1,425","2,171","1,333","2,002","1,784","2,178","1,351","1,708","2,112","2,253","2,037","2,318","2,070","2,535","3,074","3,171","3,667","1,170","3,521",631,"1,427",554,"1,449",490,"1,399",162,"1,003",20,207,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1317,평내호평,529,3,"4,783",694,"10,796","1,484","26,624","4,152","17,834","9,552","10,072","5,683","8,574","4,573","8,106","4,757","7,944","6,204","7,496","6,409","6,052","8,131","6,707","8,000","6,935","9,045","7,989","16,487","8,182","17,766","4,575","20,357","3,759","8,650","3,176","7,378","3,049","6,379","1,359","4,132",13,"1,967",0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1318,천마산,31,2,843,252,"3,586",550,"6,966","1,691","5,317","1,810","4,183","1,411","3,013","1,418","2,532","1,633","2,733","1,965","2,280","1,879","2,054","2,292","1,809","2,677","1,978","2,763","1,769","3,958","2,086","5,063",841,"4,141",560,"2,795",486,"2,154",393,"1,773",97,"1,107",2,47,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1319,마석,16,0,"1,261",355,"7,185","2,270","14,071","5,564","10,629","6,580","7,365","4,439","6,035","3,152","5,525","4,185","6,227","3,913","5,197","5,570","4,847","4,736","4,959","6,045","5,873","6,383","5,660","8,912","6,502","9,293","2,928","11,580","2,285","5,866","1,810","4,386","1,402","3,890",544,"2,087",3,322,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1320,대성리,0,0,131,73,421,256,744,615,830,770,646,425,693,877,"1,013",905,833,794,741,807,947,967,"1,198",812,"1,271",811,"1,374",834,"1,004",809,412,574,250,391,180,303,73,235,41,218,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1321,청평,12,6,821,122,"1,874",657,"3,468","1,146","4,137","3,142","2,659","2,066","2,729","2,244","3,106","1,675","2,396","2,653","2,434","2,025","2,423","2,422","2,837","2,592","2,864","3,120","3,275","4,225","2,095","3,348","1,075","2,749",864,"1,903",517,"1,368",289,"1,011",82,990,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1322,상천,1,1,79,40,205,117,479,162,566,555,372,562,405,724,460,731,513,541,559,369,773,407,797,384,769,392,696,438,345,350,131,379,66,188,52,174,24,100,10,77,0,6,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1323,가평,1,0,646,81,"1,141",884,"2,737","1,727","2,927","4,681","2,096","2,055","2,296","1,883","2,903","2,407","2,323","2,061","2,057","2,359","2,336","2,523","2,771","2,674","2,967","2,329","4,189","2,833","3,105","2,317","1,354","2,487","1,083","1,603",863,"1,160",361,877,193,836,3,65,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1324,굴봉산,0,0,39,0,40,17,115,120,200,245,152,274,196,555,185,457,240,270,271,193,346,227,485,197,344,182,296,139,144,95,123,99,55,84,21,46,37,58,5,45,0,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1325,백양리,0,0,1,10,7,32,34,197,123,283,53,243,103,417,213,337,147,207,217,108,250,165,289,118,274,63,453,72,268,65,103,31,64,24,67,45,23,55,16,30,0,2,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1326,강촌,3,0,60,1,97,50,320,206,390,"1,471",455,"1,086",428,"1,361",725,"1,382",637,731,783,748,"1,102",697,"1,396",568,"1,662",584,"1,296",485,853,445,416,367,212,275,169,202,68,190,27,123,8,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1327,김유정,4,0,80,2,195,35,429,360,301,511,308,568,327,"1,146",362,932,496,948,613,734,870,670,"1,100",552,"1,001",438,"1,127",517,526,409,243,331,163,208,79,176,43,125,9,53,9,13,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1328,남춘천,397,3,965,25,"3,030",596,"3,121","2,079","3,981","4,202","3,579","4,212","3,732","3,253","3,927","5,275","4,308","7,072","4,762","4,656","5,770","3,756","6,449","4,616","6,604","3,758","5,651","4,401","4,673","4,406","2,950","6,553","2,342","2,862","1,986","2,463","1,335","2,871",306,"1,468",3,899,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1329,춘천,192,2,420,6,"1,398",251,"1,164","1,054","1,540","2,946","1,621","3,491","1,718","2,218","1,932","3,375","2,125","2,916","2,702","2,982","3,445","2,208","4,386","2,699","5,038","1,750","4,201","2,038","3,273","1,664","1,941","2,470","1,291",895,893,999,562,796,57,827,1,337,0,0,0,0,0,0,2022-04-03 09:20:04
