사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
2020-03,경부선,1004,노량진,233,2,"4,372","1,672","4,962","5,507","13,401","10,567","19,145","17,001","10,890","9,287","7,097","6,806","6,928","6,081","8,196","7,355","10,006","8,980","9,083","7,711","8,520","8,238","10,460","9,979","13,974","15,407","17,962","28,728","10,701","18,619","10,661","10,577","12,785","8,465","14,623","7,590","5,837","4,732",175,754,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1005,대방,409,1,"4,659","2,407","8,797","9,846","24,312","29,354","30,949","42,492","17,245","18,078","10,176","8,056","9,158","6,847","9,529","7,981","10,388","9,323","10,278","8,252","12,086","9,410","13,542","11,329","26,059","16,351","38,944","29,705","15,507","22,051","9,962","13,764","8,997","12,232","7,138","10,368","2,400","6,152",42,"1,080",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1006,영등포,"3,527",21,"15,637","5,442","13,567","18,561","32,052","50,423","42,927","105,517","29,448","68,416","20,945","53,169","23,467","39,198","29,086","40,416","32,589","45,180","35,815","42,710","40,530","44,264","49,299","48,087","73,223","57,472","120,981","83,233","75,811","59,536","67,473","29,791","53,243","22,162","35,301","17,803","18,815","9,979",381,"2,249",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1007,신도림,388,1,"2,045",582,"2,676","1,973","7,973","5,814","9,740","13,996","4,969","4,959","2,900","2,785","2,507","2,201","3,085","2,386","3,038","2,768","2,937","2,774","3,111","3,096","3,975","3,619","6,410","5,854","12,877","9,984","5,166","6,682","3,990","3,714","3,064","3,104","2,029","2,483",938,"1,630",27,607,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1032,신길,621,1,"10,070","1,699","9,154","4,307","19,014","12,377","26,492","24,733","14,600","8,939","7,860","4,393","6,591","4,183","7,078","4,541","7,431","5,388","6,857","5,408","7,423","6,449","8,903","7,588","14,427","12,951","27,086","19,390","11,374","14,992","6,046","9,338","5,753","9,586","3,827","7,612","1,717","4,417",114,"1,124",1,1,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1701,구로,"8,783",29,"20,441","4,338","16,278","10,621","30,719","27,006","29,814","67,364","18,369","31,244","12,412","15,011","12,154","10,891","12,194","10,801","13,170","12,385","13,487","11,904","14,937","13,170","18,251","15,428","35,236","25,871","54,325","32,999","23,126","24,379","12,863","15,694","11,379","15,245","8,660","12,849","4,004","9,024",45,"7,218",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1702,가산디지털단지,990,3,"7,687","2,183","5,837","10,512","11,374","47,232","11,294","130,925","7,477","67,085","6,431","17,162","6,656","10,863","8,154","10,380","9,099","10,871","9,592","10,343","11,342","10,922","16,847","11,229","52,154","15,915","95,791","20,384","44,036","15,355","25,015","9,380","18,744","8,601","11,881","6,222","5,007","4,247",91,488,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1703,금천구청,549,7,"9,174","1,417","16,074","5,568","36,018","13,245","34,902","26,938","17,580","9,382","9,909","6,039","8,952","6,409","9,481","6,929","9,515","7,960","8,628","8,460","9,104","10,558","10,191","13,263","13,075","18,379","23,225","32,369","10,400","28,946","6,758","15,504","6,299","12,379","4,223","9,776","1,552","7,291",22,373,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1704,석수,317,2,"6,714","2,493","14,667","5,525","32,970","10,154","33,050","14,439","15,891","9,773","8,741","7,889","7,524","5,687","8,029","4,803","8,300","5,694","8,012","5,757","9,319","6,897","10,784","8,726","14,739","14,437","17,159","27,138","9,314","24,833","5,843","13,418","4,648","12,307","3,188","9,181","1,421","6,595",24,332,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1705,관악,126,4,"6,113","1,646","10,717","3,751","27,155","4,589","25,725","7,230","11,595","6,552","6,162","5,831","5,660","4,600","5,952","4,554","6,257","4,218","6,170","4,661","6,521","5,172","7,990","6,945","9,585","10,225","9,239","23,140","5,328","20,026","3,570","10,047","3,305","9,764","1,949","7,033",837,"5,454",13,376,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1706,안양,237,2,"12,476","3,071","25,511","10,176","66,501","11,849","59,760","22,082","29,600","16,895","17,656","16,085","16,485","15,962","18,875","18,973","19,156","18,728","18,364","21,523","19,537","21,716","22,466","27,219","26,858","38,876","28,211","69,458","19,210","58,394","16,645","32,117","18,496","23,446","15,581","19,589","8,281","13,841",121,"1,613",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1707,명학,97,2,"5,365","2,256","8,176","8,794","21,345","19,738","18,173","46,425","8,671","11,138","5,535","5,231","4,976","3,976","5,944","4,426","6,159","4,945","5,669","5,081","6,714","4,687","9,382","6,294","20,537","8,473","33,760","16,196","11,333","15,033","9,180","8,171","6,825","7,095","3,578","5,966","1,540","4,017",27,491,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1708,금정,167,6,"19,842","6,956","29,443","20,996","65,912","35,507","67,700","72,189","35,232","26,861","20,054","14,141","18,841","13,972","19,703","14,508","20,013","16,926","18,605","17,514","19,334","20,292","25,223","26,155","43,182","40,045","62,784","68,004","30,232","59,718","21,014","34,496","17,485","31,246","13,151","26,392","6,456","17,295",789,"6,568",2,518,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1709,군포,69,0,"4,947","2,021","7,672","6,355","14,937","23,963","13,744","42,432","7,485","7,048","4,630","3,980","4,430","3,344","5,029","3,588","4,881","3,774","4,458","3,759","4,852","4,623","6,434","5,635","16,468","7,778","31,523","11,359","11,366","10,868","8,368","6,742","5,679","5,357","3,170","4,762","1,243","2,818",50,461,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1710,의왕,35,0,"5,700","1,809","10,741","6,874","25,280","21,266","23,261","22,103","10,399","6,841","6,990","4,749","6,435","4,518","6,781","4,748","6,949","5,462","6,524","5,534","6,616","6,678","9,009","8,205","18,756","11,671","19,287","23,634","9,914","18,770","6,748","11,475","5,519","9,536","3,527","8,137","1,444","4,855",95,"1,536",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1711,성균관대,70,0,"7,044","1,323","20,736","4,860","52,032","6,805","41,792","13,446","16,845","8,669","10,405","6,838","9,759","6,691","10,806","7,439","10,780","9,478","10,132","9,313","9,956","10,495","11,904","14,192","14,838","21,957","17,466","45,945","10,031","39,796","7,950","22,878","7,530","18,474","6,432","15,058","3,216","10,321",204,"2,785",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1712,화서,274,2,"6,136","1,727","15,965","5,298","31,321","3,560","21,919","6,894","8,752","3,958","5,697","3,084","5,188","3,084","5,378","3,407","5,443","4,408","4,856","4,646","5,078","5,334","6,874","6,492","7,999","11,428","7,737","23,757","4,514","21,977","3,162","12,743","2,661","9,400","2,312","7,942",723,"5,006",58,"1,454",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1713,수원,"1,538",39,"18,080","4,959","27,720","22,442","57,176","39,627","49,259","48,679","27,310","40,056","21,864","31,083","24,086","29,818","26,887","35,864","27,996","39,082","28,971","38,132","32,639","39,041","41,572","42,934","51,692","55,989","66,382","83,682","53,320","68,912","48,298","38,678","36,939","31,733","30,410","24,288","12,620","15,811",428,"4,888",1,1,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1714,독산,394,5,"6,076","2,518","13,629","11,963","32,379","34,407","30,786","84,428","14,890","42,114","9,827","12,415","9,301","8,302","10,521","9,455","11,017","8,245","11,098","9,388","12,383","9,913","17,756","12,065","41,661","16,995","61,708","31,934","32,407","28,771","16,077","14,709","11,989","13,706","8,089","9,799","2,724","7,351",68,328,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1715,세류,237,0,"2,851",585,"5,530","2,396","11,302","4,005","7,171","3,544","3,166","1,956","2,382","1,669","2,411","1,535","2,432","1,848","2,248","2,113","2,149","2,177","2,547","2,337","3,012","2,884","4,284","4,379","4,635","7,966","2,623","7,470","2,148","4,710","1,738","3,627","1,077","2,914",418,"1,918",4,574,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1716,병점,"2,304",16,"6,292","3,486","18,124","9,983","36,324","16,020","25,911","18,722","14,055","10,092","10,112","6,583","10,626","6,395","11,662","8,319","11,346","9,549","11,282","9,403","12,650","9,923","14,968","12,970","22,466","17,692","26,497","33,588","13,232","30,649","9,735","21,520","7,938","17,406","5,731","13,998","1,666","9,198",15,"5,227",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1717,세마,186,1,"1,448",435,"4,132","1,387","6,755","3,008","4,624","4,660","3,685","1,380","2,109","1,161","1,795","1,177","2,073","1,211","2,135","1,386","2,118","1,429","2,099","1,648","2,666","2,361","3,733","3,015","4,158","5,148","2,132","5,393","1,360","3,830","1,210","2,639",645,"2,327",273,"1,420",33,114,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1718,오산대,113,2,"2,033",553,"4,134","1,731","7,426","3,227","4,420","4,287","2,954","1,752","2,168","1,673","2,004","1,407","2,161","1,625","2,401","2,114","2,465","1,911","2,525","1,758","3,091","2,416","4,332","3,651","5,809","5,863","2,530","5,782","2,088","3,509","1,902","3,009","1,224","2,029",647,"1,350",61,109,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1719,오산,134,4,"5,408","1,574","9,408","6,050","15,779","18,127","11,799","17,030","8,794","8,158","7,586","5,948","8,073","6,126","9,528","7,296","8,982","7,320","8,583","7,734","9,154","8,470","10,755","11,536","16,696","12,574","23,495","17,346","10,700","18,611","9,137","11,353","6,350","9,780","4,401","6,621","1,501","3,912",67,398,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1720,진위,0,0,680,199,"1,000","1,875","1,987","5,431","1,639","5,739",876,852,830,691,951,585,962,521,"1,012",831,979,714,"1,172",641,"1,496",900,"4,026","1,365","7,637","1,365","2,460","1,329","1,395","1,114",856,992,415,950,129,449,6,36,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1721,송탄,27,2,"4,551",604,"5,234","2,682","7,415","3,759","7,047","5,679","4,256","2,480","3,922","2,359","4,029","2,346","3,885","2,723","4,386","3,272","3,693","3,618","4,281","3,639","4,810","4,595","5,252","6,607","7,267","8,119","3,966","6,628","2,865","6,107","2,405","5,067","1,554","4,618",555,"2,766",34,479,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1722,서정리,6,1,"2,553","6,286","5,737","6,193","7,107","6,852","7,361","8,409","5,172","3,756","4,627","3,546","4,849","3,447","5,474","3,677","5,170","4,540","4,873","4,423","5,403","4,675","7,047","5,892","13,888","7,565","12,767","10,141","6,824","8,718","5,094","7,295","3,281","6,477","1,910","4,673",591,"3,333",10,532,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1723,지제,1,0,729,"1,898","1,923","4,296","4,153","5,867","3,078","4,301","1,656","1,627","1,446","1,067","1,470","1,197","1,931","1,046","1,628","1,736","1,730","1,135","2,517","1,830","3,180","1,871","6,644","1,846","5,746","4,108","3,338","2,861","1,980","2,013","2,530","2,256","1,388","1,640",457,"1,178",0,21,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1724,평택,78,0,"6,061","2,640","10,414","6,037","16,466","10,804","14,582","14,154","10,771","12,118","9,910","8,928","9,775","10,585","11,098","9,514","11,151","12,474","11,510","10,990","12,068","12,751","14,349","12,845","17,974","15,881","19,637","23,367","13,307","17,396","13,799","11,849","8,826","10,940","6,662","8,305","3,145","5,652",8,336,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1725,성환,15,0,"1,682",490,"2,240","1,828","3,603","6,822","3,251","6,686","2,822","2,277","2,626","2,661","2,828","2,427","3,002","2,758","3,335","2,677","3,361","2,824","3,312","2,863","3,694","2,795","6,691","4,219","7,706","4,539","3,065","3,447","2,840","3,189","1,731","2,829",891,"2,133",464,"2,040",9,142,0,0,0,0,1,0,2020-04-03 11:28:49
2020-03,경부선,1726,직산,37,0,582,236,909,564,"1,092","1,676",564,"2,198",662,484,490,476,474,532,564,495,545,519,539,464,597,516,744,618,"1,441",804,"2,183","1,152",769,868,671,645,442,640,273,399,86,405,3,124,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1727,두정,828,0,"3,055",613,"5,399","2,097","8,600","4,697","6,382","4,534","3,773","3,856","3,526","2,361","3,682","3,139","3,554","3,477","3,818","3,944","4,022","3,855","4,311","3,977","4,826","4,510","6,419","5,795","6,810","9,970","4,371","7,084","3,131","6,822","2,608","5,114","2,197","3,777","1,092","3,056",11,972,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1728,천안,"1,627",0,"1,954",392,"3,209","1,929","5,539","3,408","4,523","4,135","4,675","4,880","4,201","4,195","4,786","4,732","4,655","5,083","4,995","5,546","5,366","5,483","5,574","5,545","5,920","6,147","6,298","6,267","6,476","8,528","4,823","6,246","3,785","4,856","2,938","3,107","1,925","2,732",892,"1,659",3,"1,354",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1729,당정,5,0,"2,800",946,"8,832","2,734","20,399","7,248","16,685","14,403","7,625","4,019","4,831","2,838","5,003","2,799","5,016","3,089","5,076","3,586","4,404","3,744","4,966","4,442","5,499","5,174","8,478","7,801","13,267","15,434","5,349","15,764","3,968","9,096","3,117","7,967","2,465","7,161",990,"4,500",67,"1,232",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1749,서동탄,0,0,"1,102",6,"3,427",558,"7,865","1,199","4,132","1,664","1,272",569,"1,058",664,"1,124",576,969,758,"1,021",785,964,952,"1,088",969,"1,325","1,143","1,500","1,955","2,021","3,328",958,"4,197",626,"1,880",500,"1,736",388,"1,521",9,"1,089",2,614,0,1,0,0,0,0,2020-04-03 11:28:49
2020-03,경부선,1750,광명,0,0,16,"2,111","2,116","2,275","11,487","2,543","4,981","3,222","3,989","1,763","1,377","1,286","2,103",898,"2,459","1,395","1,890","1,607","1,737","1,821","1,862","2,337","4,677","2,580","4,272","2,889","3,187","6,721","4,643","6,461","1,488","3,305","2,353","1,963","1,103","2,860",332,132,0,0,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1801,개봉,"1,052",0,"15,767","5,258","29,886","11,787","72,022","13,008","69,670","20,988","37,705","14,566","21,673","10,810","18,150","11,903","20,000","13,572","19,347","13,837","17,551","16,693","17,504","19,528","19,579","25,183","23,222","41,544","24,856","74,788","14,796","59,662","11,417","33,769","9,817","29,192","7,058","24,933","3,454","14,948",158,"2,322",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1802,오류동,344,2,"10,645","1,674","15,366","5,440","40,770","5,354","40,967","9,452","20,542","7,680","12,547","6,425","10,342","6,523","11,760","7,208","11,373","8,312","10,304","8,674","9,889","11,894","10,946","13,165","12,312","19,324","12,872","35,771","7,643","33,396","5,531","17,404","4,389","17,313","3,999","13,415","1,827","8,449",117,"1,993",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1803,역곡,523,17,"23,548","3,261","38,252","10,277","103,787","10,868","98,918","21,781","48,683","17,665","27,016","14,787","23,390","14,537","24,772","18,443","23,929","19,146","21,818","21,817","21,072","24,619","24,163","32,892","27,019","49,045","27,946","97,105","18,406","85,591","14,279","49,968","13,217","39,687","10,482","33,075","5,712","21,886",508,"4,021",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1804,부천,"2,222",13,"30,209","4,159","37,164","12,169","93,659","17,536","93,761","36,304","48,432","31,850","31,157","25,627","30,305","25,238","33,001","29,324","33,217","34,418","31,977","35,097","33,455","37,219","36,126","44,140","41,818","63,915","49,604","105,750","33,289","97,731","27,697","50,739","27,274","43,198","23,279","33,635","12,491","22,963","1,208","5,189",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1805,송내,"1,183",21,"13,559","7,385","33,096","13,682","97,776","26,481","78,344","70,562","38,943","36,545","23,362","20,609","22,585","17,550","26,473","17,768","23,424","19,137","22,426","19,309","23,612","20,984","26,131","26,233","37,584","42,576","70,228","80,276","30,518","77,760","21,208","42,445","17,766","33,514","14,085","26,386","7,226","18,511","1,075","3,603",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1806,부평,"5,820",53,"20,374","4,579","31,920","10,151","74,948","16,133","67,590","26,160","35,666","29,799","25,646","22,900","25,509","24,268","28,148","29,303","28,330","34,486","28,272","35,151","29,771","39,168","34,411","43,983","40,724","56,295","42,342","99,736","33,120","85,022","30,403","48,326","29,981","37,792","27,530","28,757","16,027","19,745","2,743","6,215",0,2,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1807,백운,79,3,"6,578","1,507","12,744","2,839","24,398","3,758","20,737","6,829","11,276","4,977","7,627","3,942","7,318","4,465","7,469","5,170","7,033","5,494","6,571","5,892","6,094","6,494","6,331","8,545","7,219","12,426","8,501","20,583","4,207","20,658","3,352","11,653","2,885","10,066","1,874","8,593","1,145","5,838",139,"1,744",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1808,동암,345,1,"17,606","4,679","26,562","9,087","47,390","12,901","44,954","14,478","23,984","11,093","16,710","10,001","14,777","10,529","16,000","11,710","16,170","12,324","14,337","13,600","13,670","15,892","16,142","18,150","19,878","29,668","20,273","45,989","13,484","43,086","9,961","28,692","8,913","23,104","6,560","18,802","3,789","13,663",393,"3,238",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1809,주안,570,10,"12,559","3,390","22,461","8,097","55,178","15,941","47,431","22,797","25,729","17,643","17,563","11,819","17,567","11,180","20,243","14,168","19,928","14,143","18,833","15,609","19,741","16,968","21,716","19,315","28,236","29,709","33,332","49,988","20,010","51,716","16,441","29,931","15,078","23,464","13,339","20,927","6,864","14,001",824,"4,896",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1810,제물포,558,3,"6,007","1,499","11,478","5,126","30,573","8,588","25,708","15,726","13,612","9,399","9,323","5,718","8,977","4,960","9,526","6,154","9,299","7,381","8,609","7,009","8,877","7,765","10,326","9,485","14,035","14,326","17,535","22,511","8,440","22,700","5,562","14,062","3,969","12,211","3,072","10,170","1,631","7,717",138,"2,704",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1811,동인천,"1,500",5,"6,627","2,387","13,995","9,474","34,812","18,736","26,892","26,538","15,755","12,534","12,995","11,942","14,079","12,146","14,677","12,479","15,317","14,106","14,952","14,036","16,391","13,994","18,183","15,293","26,420","18,786","33,739","28,110","16,173","30,353","11,315","17,790","8,849","12,563","5,821","12,041","2,602","8,473",8,"3,502",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1812,인천,247,1,"1,277",632,"2,355","2,682","4,781","4,274","3,775","5,762","2,142","2,044","1,936","2,344","2,391","3,319","3,079","3,863","3,657","4,290","4,210","4,145","5,137","3,639","5,971","2,811","7,696","2,161","8,069","2,473","3,815","1,778","2,809","1,535","1,632","1,161","1,060",989,401,891,10,770,0,2,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1813,구일,226,23,"2,978","1,385","7,761","3,100","22,289","4,046","18,961","8,843","9,338","4,645","5,592","3,048","4,876","2,942","5,345","3,535","5,266","4,477","4,975","4,766","5,689","5,189","5,695","6,770","7,208","9,899","8,910","21,257","4,335","17,477","2,819","8,968","2,524","7,540","1,986","6,366",876,"4,087",58,869,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1814,소사,903,30,"14,070","2,537","14,604","5,403","29,724","6,578","27,761","9,644","15,178","6,169","10,722","6,379","9,297","6,144","9,642","7,452","8,971","7,687","8,161","8,282","8,338","8,817","8,941","10,950","10,858","15,511","11,480","24,770","6,612","24,154","4,396","12,970","3,905","12,006","2,779","10,821","1,238","6,309",131,"2,255",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1815,부개,"1,798",34,"7,717","2,419","14,013","3,283","32,318","3,916","26,418","8,032","13,313","4,979","8,907","4,522","7,881","4,824","7,923","5,439","7,796","5,832","7,065","6,716","6,550","8,019","7,388","10,119","8,487","13,754","9,231","24,966","5,331","23,073","3,825","13,725","3,111","11,794","2,398","9,360","1,416","6,242",191,"1,639",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1816,간석,342,20,"4,750","1,044","9,946","1,782","19,816","2,842","16,829","5,841","8,376","3,836","5,734","3,298","5,657","3,575","5,480","4,119","5,431","4,392","5,077","4,681","5,534","5,320","5,379","6,661","5,922","8,888","7,039","16,155","4,059","15,711","3,149","9,113","3,030","7,655","2,037","6,514","1,356","4,717",170,"1,761",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1817,도원,511,7,"2,076",934,"2,846","1,458","5,376","2,239","4,816","7,212","3,544","3,019","2,890","2,766","3,024","2,456","3,257","2,558","3,208","3,067","3,024","3,029","3,006","3,337","3,460","3,670","4,302","3,964","6,188","4,856","2,419","4,568","1,483","2,796","1,305","2,911",888,"2,203",279,"1,560",57,"1,053",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1821,온수(성공회대입구),117,0,"4,595","1,227","7,256","3,412","17,918","4,631","16,942","8,364","9,525","4,390","6,171","4,022","5,799","3,538","6,392","4,692","6,577","4,958","6,173","5,044","5,815","5,920","7,204","7,042","7,725","9,809","9,197","17,897","4,409","15,235","3,118","9,131","2,887","7,827","2,299","6,422","1,303","4,311",151,894,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1822,중동,499,2,"8,435","1,262","14,558","4,437","35,580","5,220","28,603","10,390","13,583","6,399","8,519","5,510","8,090","5,000","8,776","5,989","8,644","6,585","7,630","6,611","7,359","7,875","8,360","8,862","8,946","15,128","11,094","25,625","5,816","25,365","4,570","14,427","3,409","11,361","2,442","9,979","1,327","6,692",153,"1,952",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경인선,1823,도화,222,1,"3,310",912,"5,325","2,844","12,703","3,176","9,520","4,798","5,605","2,565","3,975","2,377","3,482","2,318","3,831","2,561","4,005","2,865","3,583","3,179","3,362","3,519","4,266","4,224","5,521","4,856","4,912","8,030","2,695","7,663","1,823","4,493","1,233","4,085",835,"3,459",572,"2,655",29,"1,378",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1008,이촌(국립중앙박물관),52,2,"1,036",497,"2,899","1,777","5,500","3,339","6,502","6,680","4,519","3,907","3,206","2,390","3,041","1,928","3,594","2,173","3,619","2,520","3,634","2,280","4,440","2,454","5,588","2,788","7,083","3,736","7,649","5,772","4,006","4,850","2,951","2,906","2,689","2,256","1,654","2,528",573,"1,652",63,460,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1009,서빙고,42,0,609,521,"1,473","2,156","1,924","3,394","2,096","6,047","1,917","2,285","1,368","1,108","1,340","1,015","1,627","1,127","1,624","1,155","1,830","1,066","2,043","1,443","2,825","1,429","4,301","1,624","5,300","2,387","2,197","2,008","1,336","1,147",974,902,638,949,215,603,18,260,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1010,한남,146,2,"1,761",454,"2,241","4,737","4,007","9,141","4,997","11,585","3,688","8,916","3,427","4,140","3,281","3,196","3,535","3,442","3,530","4,158","4,180","3,086","5,333","3,716","6,657","4,118","11,438","4,949","13,115","6,528","6,560","4,893","3,963","2,846","4,009","2,879","3,402","1,910","1,553","1,250",57,541,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1011,옥수,0,0,0,3,1,78,29,13,53,142,38,23,19,76,17,71,9,26,9,16,15,6,26,20,199,11,161,29,24,28,230,9,22,4,16,8,23,5,27,0,0,0,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1012,응봉,107,0,839,254,"1,988",864,"5,054","1,321","5,817","1,647","2,980","1,150","1,813","1,515","1,683","1,340","1,767","1,545","1,984","1,755","1,918","2,025","2,227","2,150","2,281","2,301","2,326","2,830","2,259","3,981","1,446","4,394",904,"1,910",710,"1,535",472,"1,448",192,832,25,321,0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1013,왕십리(성동구청),697,2,"4,779",731,"6,637","4,171","20,768","8,075","33,821","16,552","20,971","11,479","10,339","10,466","9,559","11,436","11,526","13,341","12,766","15,712","13,239","16,452","14,588","17,872","16,292","21,544","20,148","30,622","22,886","53,473","17,757","42,706","16,351","22,446","19,734","16,314","17,544","14,982","9,971","7,720","1,095","3,386",0,1,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1014,청량리(서울시립대입구),948,7,"5,360",811,"6,317","6,480","21,949","7,608","23,980","12,473","18,726","15,833","15,221","19,567","11,331","17,757","15,913","16,432","16,297","16,855","17,307","19,873","18,395","20,425","18,104","20,986","20,533","23,332","21,697","34,846","18,616","28,494","14,460","14,154","6,935","11,131","6,089","9,163","2,322","5,630",116,"2,306",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1016,외대앞,433,11,"4,257","1,233","6,781","2,865","15,350","3,401","18,900","8,106","11,969","7,910","7,958","5,038","7,640","5,605","8,249","5,988","8,900","6,584","8,882","7,736","9,542","8,920","11,066","10,043","10,350","13,182","9,951","19,160","6,771","17,683","4,899","10,595","4,890","9,320","3,635","8,357","2,140","6,204",166,"1,546",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1017,신이문,"1,401",21,"7,425","1,291","11,958","2,295","30,615","3,840","33,884","6,944","17,768","3,955","11,314","4,104","8,841","4,826","8,854","5,140","8,845","6,000","7,691","6,994","7,211","9,711","6,982","10,918","7,295","15,913","7,694","26,005","5,245","24,160","3,148","13,357","2,508","10,283","1,685","10,002",776,"6,166",119,"1,216",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1018,석계,"1,273",6,"4,960","1,770","10,423","4,231","21,301","4,331","26,225","7,561","15,934","5,333","10,888","5,103","9,333","5,812","9,389","6,880","9,082","7,961","8,673","9,299","8,450","11,634","8,106","13,961","9,550","20,201","9,415","32,830","7,276","27,362","5,455","16,090","4,663","12,569","4,121","10,997","2,020","6,373",252,"1,314",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1019,광운대,"1,851",16,"5,585","1,436","11,286","2,938","29,458","4,343","27,400","7,698","13,035","5,735","8,101","4,939","7,035","5,115","8,211","5,880","8,170","6,583","7,571","7,490","7,567","8,484","8,254","10,261","9,304","13,364","8,086","21,599","5,182","20,914","4,049","12,077","3,678","9,131","3,005","8,394","1,743","6,981",166,"3,004",0,0,0,0,0,0,2020-04-03 11:28:49
2020-03,경원선,1020,월계,319,4,"5,246","1,013","6,729","1,953","16,799","3,032","17,170","6,644","10,615","3,389","7,643","3,653","6,582","3,962","6,651","4,517","6,763","4,752","6,018","5,479","6,170","6,409","6,362","8,510","5,888","10,037","6,937","15,705","4,206","14,546","2,820","8,482","2,194","6,549","1,616","5,652",823,"3,981",94,"1,500",0,0,0,0,0,0,2020-04-03 11:28:49
